,Level,Type_of_Job,Description
44,Entry level,Full-time,"Duties Description The New York State Department of Taxation and Finance is an internationally recognized leader in tax administration. Our mission is to efficiently collect tax revenues in support of state services and programs while acting with integrity and fairness in the administration of the tax laws of New York State.As a national and global leader in tax administration, we recognize and understand the value of data. Annually, we: process over 26 million tax returns for over 40 different tax types; collect over $126 billion dollars in revenues for New York State and over 70 different localities; issue over 10 million refunds; collect over a billion unique data points through our returns processing systems; receive third-party data from dozens of external sources; and generate substantial data from our operations and interactions with taxpayers.Our Data Analytics group is essential to ensuring that we effectively and efficiently harness this data to improve tax policy, combat tax fraud, promote voluntary compliance with the tax law, further modernize enforcement operations and enhance taxpayer services.As a data-driven organization, we are searching for candidates to join our data analytics team and help us optimize our data assets and analytic capabilities through the implementation of analytic use cases.The successful candidate will be assigned to a team that will be evaluating our current models and methods to determine how best to leverage our current assets, creating new use case models that will enhance future success. Work with business units (e.g., audit, collections, processing, taxpayer services) across the Department to develop and build models in support of analytic use cases Provide input on current approaches, making recommendations on improvements to ensure they best achieve goals. Review and suggest improvements to current or planned systems and processes Perform data extraction, aggregation, and quality checks from multiple sources and tables in support of trend identification and root cause analysis Collaborate with other data analytic staff to developing solutionsMinimum Qualifications  Demonstrated skills through coursework and professional experience in Data Science, Computer Science, Economics, Statistics, and/or Mathematics; Experience with statistical and analytic modeling software and data extraction and visualization tools (SPSS modeler, SAS, STATA, Python, R, Tableau or similar products) Familiarity with solution architecture, design, development and understanding of data life cycle: data acquisition, data quality management, data governance, machine learning and metadata management Creative and innovative with demonstrated ability to compare and analyze different tools and technologies, resulting in sound recommendations and solutions Strong written and oral communication skills Capable of articulating new ideas to technical and non-technical groups Experience collaborating effectively with others, preferably in developing, implementing and assessing analytics-driven solutions. An affinity towards teamwork, continuous learning and public service"
45,Director,Full-time,"About IRhythmiRhythm is a leading digital healthcare company focused on the way cardiac arrhythmias are clinically diagnosed by combining our wearable biosensing technology with powerful cloud-based data analytics and machine- learning capabilities. Our goal is to be the leading provider of first-line ambulatory ECG monitoring for patients at risk for arrhythmias. iRhythm’s continuous ambulatory monitoring has already put over 1 million patients and their doctors on a shorter path to what they both need – answers.About This RoleiRhythm is looking for a Director of Data Science to lead our Data Science Team. This is a unique opportunity to grow/lead a team of scientists focused on improving the lives of patients by utilizing machine learning/deep learning techniques to identify cardiac health insights from both diagnostic (medical) and wearable (consumer) device data.Responsibilities Include Lead iRhythm’s data science initiatives from research to timely delivery. Foster a curious, driven and research-orientated team environment focused on outcomes. Lead iRhythm’s efforts utilizing Deep Learning, a vast labeled data set, and insights from the successful implementation of machine-learned rhythm classifiers to significantly advance our inference capabilities for cardiac streams. Partner with iRhythm’s Clinical Research team to design/execute joint research initiatives with Academic Institutions and Industry Partners. Work with the leadership team to identify research opportunities expanding clinical insight of cardiac health. Manage concurrent research initiatives from inception to transition into product development. Work with our data science team to publish papers highlighting team achievements and insights observed. Participate in the design, development and evaluation of detection algorithms. About You 3+ years of experience managing/advising a team of scientists. Expert understanding of Machine Learning/Deep Learning, statistical modeling and time-series analysis. Deep understanding of signal processing concepts (Filtering, Fourier, and Wavelet transforms). Experience with deep neural network architectures and software frameworks like Theano and TensorFlow. Motivated, independent, and efficient; able to oversee several concurrent projects. Passion for materializing ideas that impact the lives of patients. Effective presentation and interpersonal skills. Ability to motivate others and provide focus on large collaborative and challenging goals and deadlines Excellent interpersonal skills, including relationship building and collaboration within a diverse, cross-functional team PhD in Computer Science, Electrical Engineering, Statistics or a related quantitative field Additional Desired/Preferred Qualifications Past research experience with biomedical signals. What’s In It For YouThis is a full-time position with competitive salary package and excellent benefits including medical, dental and vision insurance, paid holidays and paid time off.iRhythm also provides additional benefits including 401K (w/ company match), annual organizational and cultural committee events and more!FLSA Status: ExemptAs a part of our core values, we ensure a diverse and inclusive workforce. We welcome and celebrate people of all backgrounds, experiences, skills and perspectives. iRhythm Technologies, Inc. is an Equal Opportunity Employer (M/F/V/D). Pursuant to San Francisco Fair Chance Ordinance, we will consider for employment all qualified applicants with arrest and conviction records.Make iRhythm your path forward."
46,Director,Full-time,"Job DescriptionAs the Director of Data Science for our growing SaaS organization, you will have the opportunity to build a mixed on- and off-shore team of talented Data Scientists, Analyst, and Engineers to transform our Data Science practice. We are looking for an individual with strong rationality in technology within data science who can scale our enterprise practice. You’re not afraid to roll up your sleeves and get your hands dirty, managing key stakeholders uninhibited by ego or hierarchy.Responsibilities Hiring and mentoring – Build and grow data science division Ownership – Deliver methodology and prototypes for solving hard, open-ended problems on cybersecurity and risk modeling Organization & Execution – Work with engineering and product management to deliver business value cross-functionally in the product organization Build organizational model of data science based on revenue and trajectory analytics Skills Proven experience growing data science teams for leading technology companies Strong background in Big Data, Hadoop, EMR and/or Complex Data Ingestion Strategic thought leader with strong organizational instincts Intellectual curiosity, willingness to learn new skills, and ability to contribute ideas Excited by analytical problems and new challenges Excellent communication and presentation skills Qualifications Master’s Degree in Computer Science, Mathematics, Statistics or related field, or equivalent technical experience 2+ years of growing and mentoring top talent in data science in technology companies 5+ years of experience as a Data Scientist delivering insights to power business stakeholders to make better decisions Knowledge of big data platforms and tools like Apache Spark Deep knowledge of data pipelines, APIs and data modeling"
47,Not Applicable,Full-time,"DescriptionThe Provider and Network Data Science team enables healthcare providers and internal teams to make informed decisions regarding the cost of healthcare through the deployment of advanced analytics and tools. Our team is highly collaborative and customer-focused. Day to day work involves identifying provider and network insights using our established methodologies and exploring new ideas to better serve our customers.The team has developed several models that are of interest to our stakeholders. We are looking for an engineer to evaluate the code base and make refactoring recommendations to ensure a scalable and reliable production process. Additionally, the engineer would be defining the best practices for promotion of development pipelines into production. They would sign off that development code has been adjusted to conform to the production process. A key responsibility will be leading discussions and training for the data scientists on designing data models and writing efficient pipelines – in order to streamline future production integrations.In addition to being responsible for our production process, the engineer will be evaluating new projects and new data sources that could augment our understanding of provider, network and member behavior. They would engineer features from these sources and perform experiments to evaluate the improvement in model performance the data provides. The data engineer would also develop backends of tools that enable our users to effectively make business decisions.ResponsibilitiesThe engineer is responsible for ensuring data quality, creation of new data pipelines, optimization and management of existing data pipelines, ingestion and curation of data sources for analytical purposes, and transformations of structured and unstructured data into formats suitable for machine learning and advanced analytics. As data science products are operationalized, they will also work on deployment and making sure products are production-ready and run smoothly. They will work closely with IT on implementation of data products where traditional application development support is needed.Required Job QualificationsBachelor degree and 3 years of work experience in a computer science, engineering, or related field OR Master degree and 2 years of work experience in a computer science, engineering, or related field OR Ph.D. in a computer science, engineering, or related fieldLearning and growth mindset.Customer-focused.Interpersonal, verbal and written communication skills.Proficiency in at least four of the following six areas: 1) data analysis and relational-style query languages; 2) data pipelining and ETL; 3) working with semistructured and unstructured data; 4) a high-level programming language; 5) distributed computing; 6) understanding of healthcare.Preferred Job QualificationsExperience working with healthcare data (both transactional and reporting datasets): claims, enrollment, clinical, etc.Shell scriptingDistributed ETL/Computing: Hadoop, Spark (both Python and Scala), Hive, and Pig (for legacy processes)Relational databases: MS SQL Server, Teradata, etc.Experience with cloud services: Microsoft Azure or Amazon Web Services (AWS)Knowledge of Docker and Kubernetes, ideally with continuous integration experienceExperience integrating data science applications with enterprise network and security infrastructureDesire to explore working with streaming dataVersion control using gitWeb application development (NGINX, React, Node.js)API developmentThis position is based in Chicago, IL.CA"
48,Director,Full-time,"NBCUniversal, the global media company that brought you some of the world’s most iconic television and film franchises, including: The Tonight Show, Saturday Night Live, Keeping Up With The Kardashians, The Real Housewives, Mr. Robot, The Voice, This Is Us, The Fast & The Furious, Jurassic Park, Minions, and more - is launching an all-new video streaming service. It will seamlessly bring together the breadth and depth of NBCU’s broadcast and cable television series, movie titles, premier sporting events, and renowned news reporting... all in one destination… all in one app.    Are you ready to go beyond classic predictive analytics to the new areas like deep learning and reinforcement learning? Do you want to be a part of the team that builds and advanced recommender engine, active leaning platform, personalized solutions for marketing and advertisement? Join the world-class international team of smart, hungry and fearless professionals who are working at the cutting edge of technology and science at the epicenter of content, technology and culture.  Position Overview: As part of the Direct-to-Consumer Decision Sciences team, the Director of Data Science will be responsible for creating analytical solutions for multiple verticals of NBCU’s video streaming service including but not limited to, the recommender system, automated marketing, personalized advertisement, commerce and revenue optimization systems, customer journey and CRM solutions.In this role, the Director of Data Science will manage a team of data scientists in the design and execution of advanced analytical solutions using advanced data science methodologies including collaborative filtering, deep learning, reinforcement learning, on-line modeling etc. and lead collaboration with business owners and engineering team to build a state-of-the-art real-time video streaming service.Responsibilities include, but are not limited to: Build and manage a high-performance team of data scientists. Lead the team in the development of an analytical framework using statistical, machine learning and data mining methodologies. Work with business stakeholders to define priorities, approaches and business requirements for the analytical solutions. Drive the collection and manipulation of new data and the refinement of existing data sources. Manage multiple priorities across business verticals and machine learning lifecycle projects. Translate complex problems and solutions to all levels of the organization. Lead work with engineering teams to define data science driven requirement and solutions for major initiatives and opportunities of the streaming service functionality. Drive innovation of the statistical and machine learning methodologies and tools used by the team. Lead improvements in machine learning lifecycle infrastructure.   Drive a data science culture that inspires and motivates the team to succeed.  Qualifications/Requirements  • Advanced (Master or PhD) degree with specialization in Statistics, Computer Science, Data Science, Economics, Mathematics, Operations Research or another quantitative field or equivalent.• 7+ years of combined experience in advanced analytics in industry or research. • 3+ years of experience managing a team.• Expert level knowledge of statistical methods and machine learning. Ability to define the direction for a project and select appropriate methods and tools. Up to date knowledge of recent advancements. • Experience with deep learning, including areas different form the computer vision.• Good understanding of reinforcement learning algorithms. • Experience implementing scalable, distributed, and highly available systems using Google Cloud.• Experience with using data visualization tools and techniques to deliver business insights and value.• Deep understanding of algorithmic complexity of model training and testing, particularly for real-time and near real-time models. • Proficient in multiple analytics and programming languages such as R, Python, SAS, Julia, Java, Scala or similar• Experience in data processing using SQL and PySpark.  Desired Characteristics  • Working experience with commercial recommender systems or a lead role in an advanced research recommender system project.• Experience with multi-billion record datasets and leading projects that span the disciplines of data science and data engineering.• Knowledge of enterprise-level digital analytics platforms (e.g. Adobe Analytics, Google Analytics, etc.).• Experience with television ratings and digital measurement tools (Nielsen, Rentrak, ComScore etc.).• Experience building streaming data pipelines using Kafka, Spark or Flink.• Experience with large-scale video assets.• Ability to build trust across the organization and socialize solutions and identified data insights• Pride and ownership in your work and confident representation of your team to other parts of NBCUniversal."
49,Executive,Full-time,"This Jobot Job is hosted by Angela BarfieldAre you a fit? Easy Apply now by clicking the ""Apply"" button and sending us your resume.Salary $150,000 - $200,000A bit about us We have been around for over 10 years and are one of the best funded start ups you will ever have the chance to work with. We work remote- we like our people to like where they live and work. (If you haven't worked remote before, it will change your life).We’re looking for a VP of Data Science to build and lead our data science team and build a data-driven culture, drive strategic initiatives, and build novel data science solutions for our product. Reports to the CTO and collaborates closely with Product, Engineering, and Technology leadership. Scales teams, processes, technology, and culture to meet the growing needs of the business. Provides hands-on mentorship, technical judgment, and leadership. Builds strong relationships and communication across teams, departments, clients, partners, and prospects.What you will be doingLead and build a world class data science team that uses machine learning, predictive analytics, and engineeringScale the organization by attracting top-tier talent while maintaining diversity and cultureBe a technical leader and mentor for the data science team, helping institute best data science and engineering practicesPartner with Product and Engineering leadership to drive a long-term vision for the product while building out a road map of data science development and applicationsLeverage data science, machine learning, and other modeling techniques to improve product features and capabilitiesChampion a data-driven culture across the organization using metrics, tools, and scalable processes for business intelligence and the productWork with Product and Engineering to identify scalable and accessible data sources for analysis and operational usePartner with Engineering to build and manage a scalable data architecture and infrastructure for training and operating machine learning models, running experiments, etcCollaborate cross-functionally to ensure strong relationships with our clients through executive presence and regular communicationAct as an internal and external champion for Data Science via marketing, speaking, and writingMake data science techniques approachable and understandable to non-data scientistsLead and drive a data science culture that inspires and motivates the team to succeedWhat you need to be successful in this positionStrong belief that organizations must be data-driven and doing so means collecting and measuring everythingYou are a world-class data science leader – you’ve been a data scientist and built data science teams 5+ years of experience in attracting, managing, and growing high-performing teams10+ years of experience in data science, machine learning, predictive analytics, and engineering You operate with empathy and strive to cultivate a work environment that is both supportive and challengingYou’re passionate about helping your team develop new skills and advance in their careersPossess strong communication, collaboration, and documentation skillsYou are a lifelong learner and passionate about learning new things and taking on new challengesHighly organized, detail oriented, and able to work autonomously with minimal directionExperienced working remotelyYou are an expert user of Big Data technologies/platforms, statistical platforms and data visualization tools, advanced SQL skills, hands-on experience with machine learning, predictive modeling and statistical analysis techniques What you will get by being successful in this role100% flexible schedule, including working remotely ( that means wherever you want)Unlimited PTOReimbursement for child care and unlimited paid maternity and paternity leave with a commitment to return 2x of the time off401(k) matchCompetitive competitionInterested in hearing more? Easy Apply now by clicking the ""Apply"" button."
50,Entry level,Full-time,"We are looking for a Data Engineer (Data Science) to work on upstream R&D projects closely with a data science team, performing functional prototyping and facilitating the transfer of successful prototypes to production. The primary focus will be on choosing optimal solutions to use for these purposes, then maintaining, implementing, and monitoring them. You will also be responsible for integrating them with the architecture used across the company. You will be joining a growing data science team and will have the unique opportunity to help shape the future.ResponsibilitiesAssemble large, complex data sets that meet functional / non-functional business requirements and develop associated data layer that can easily be consumed by data science applications.Partner with the data science team to prepare structured and unstructured data that they can use for predictive and prescriptive modeling Work with data warehouse architecture team to integrate our warehouse (SQL Server) with big data technologies (e.g. Hadoop)Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure in collaboration with stakeholdersInnovative thinker able to provide an idea and execute it from inception to launchMaintain knowledge of emerging data science technologies Work in a rapid prototyping area where the ability to pivot is a must Required QualificationsQualifications:Minimum of 2 years of experience with big data platforms – HDFS, Hive, LLAP/Impala, and NoSQL technologies (Elasticsearch, MongoDB, HBase, Redis, Etc.)Familiarity building stream-processing systems, using technologies such as Kafka, Storm and Spark-StreamingMinimum of 2 years of experience with analytic programming languages – Python, R, JavaProficiency with relational databases (T-SQL a plus)Proficiency with Linux BASH scriptingFamiliarity with API creation and RESTful servicesPreferred QualificationsProficient with GitHub/Git, or comparable distributed version control systemDocker or container orchestration experience (Kubernetes, Mesos)Experience working with statistics and/or modeling libraries such as Numpy or PandasInterest in learning new technologies and languagesAbility to be resourceful and creative in a fast-paced daily release environmentEducationUndergraduate degree in computer science/software engineering, or equivalent work experience.High School Diploma or GED requiredBenefitsWe are proud to offer a top-tier benefits package, including medical, dental, vision, life and disability insurance, prescription drug coverage, paid parental leave, paid holidays and paid time off (PTO), 401K with company match, employee stock purchase plan, as well as a broad range of career development opportunities.About C.H. RobinsonBecome a part of our team of over 500 talented IT Professionals. Work in collaborative, Agile development environment. Find continuing challenges and work with committed leaders. Stay with us – we’re large enough to build global solutions, but small enough to make real impacts as individuals.C.H. Robinson—accelerating careers with immense opportunities and professional growth within the global supply chain industry. Start here. Accelerate here.Every individual working at C.H. Robinson is integral to the success of our customers and our company. C.H. Robinson is a Fortune 500, global company that values teamwork, initiative, accountability, and integrity from its employees. We work globally and innovate daily to enhance and execute supply chains that move goods around the world. The fast pace of the logistics industry translates into a high-energy and collaborative workplace environment. We are empowered to make decisions, help our customers grow, and accelerate our careers.No matter the product being shipped or from which corner of the globe, C.H. Robinson can help make it happen—quickly, securely, and reliably. Through personal connections and solid relationships, our employees use their in-depth knowledge, robust tools, and global network to help customers reach their goals quickly. Whether shipping by plane, rail, ship, or truck, C.H. Robinson has the knowledge, flexibility, and dedication to deliver the goods that make our world go ‘round.Join the 12,000 employees worldwide who are accelerating their careers at C.H. Robinson.Equal Opportunity EmployerC.H. Robinson - Affirmative Action Employer/EOE/M/F/Disabled/Veteran"
51,Mid-Senior level,Full-time,"Lead Data Engineer     Data Engineer required for a Tech Innovation Start Up based in Manhattan working in an $80 Billion market. This company leverages human biometrics and innovative technology to personalize a product that enhances humans day to day life! Their overall goal is increase people’s energy and happiness levels with this innovative technology. It has been named one of the most innovative firms over the last 2 years.   As a Data Engineer, you will be required to work with massive volumes of data to build their ML driven data pipeline. The Data Engineer will need multiple programming languages whilst working on the full stack to add value to the ecosystem of data. To maximise the performance of the product, the data engineer must also be able to apply machine learning techniques and algorithms to the applications.   Key responsibilities: Optimizing platforms for Data Science research by using software engineering best practices. Implementation of ML algorithms by writing data applications. The use of multiple programming languages on a daily bases across a full stack. Interface with data scientists, engineers, product managers, and business development teams to understand data needs. Building a data pipeline that incorporates stats and statistical algorithms.   Summary of skills: 2+ years of professional coding experience with C# or Java You have experience dealing with data at scale, processing and transforming hundreds of millions of data points per day. You have first-rate SQL skills, but you are aware of its limits. You know when to use it, and when it’s better to find a different solution. You are familiar with ETL tools and problems. We use Airflow, Redshift, Glue, and many other systems. You have the ability to work in a backend environment with a formal education in Computer Science or similar subject. Although it’s not essential we would favor a M.Sc. (Masters). An understanding of machine learning algorithms to be able to work closely with Data Scientist in building ML Models. A knowledge of AWS or Docker or Kubernetes is preferred (Would also consider GCP)   The manager is looking to interview a suitable Data Engineer as soon as Friday 16th, August. The positon should begin at the start of September."
52,Not Applicable,Full-time,"DescriptionAmazon is seeking a detail oriented Simulation Engineer to focus on simulation to assist with process improvement and facility design initiatives in our North American fulfillment network. Successful candidates will be natural self-starters who have the drive to design, model, and simulate new fulfillment center conception and design processes.The Simulation Engineer will be expected to deep dive problems and drive relentlessly towards creative solutions. This individual needs to be comfortable interfacing and driving various functional teams and individuals at all levels of the organization in order to be successful.Essential Duties & Responsibilities Design, develop, and simulate engineering solutions for complex material handling challenges considering human/equipment interactions for the North America fulfillment network Lead and coordinate simulation efforts for optimal solutions for the North America fulfillment network through equipment specification, material flow, process design, ergonomics, associate experience, operational considerations and site layout Develop, document and update simulation standards, including standard results reports Create basic to highly advanced models and run ""what-if"" scenarios to help drive to optimal solutions Work closely with internal teams to ensure that every detail is thought through and documented using Standard Operating Procedures and/or structured change control Work closely with vendors, suppliers and other teams to come up with innovative solutions Simultaneously manage multiple projects and tasks while effectively influencing, negotiating, and communicating with internal and external business partners Conduct post-mortem on simulations, after implementation of new designs, in partnering with Safety and Operations Ability to travel up to 25%Organization RelationshipsPosition is responsible to interface with all North America organizations within the company. Works closely with NA Start-up, NA Launch, Worldwide Design, NA Operations Engineering, NA Procurement, Information Technology, Loss Prevention, Facilities, Safety and NA OperationsBasic Qualifications Bachelor’s degree in Industrial/ Mechanical/ Process Engineering Advanced experience in Discrete Event Simulation Coding in C# and/or any scripting languages Experience in Statistics Experience in AutoCAD, Solid Works, Sketchup, or other advanced design softwarePreferred Qualifications Master’s degrees in Industrial/ Mechanical/ Process 5+ years’ experience with Discrete Event Simulation HTML, Java, or Visual Basic programming and interfacing knowledge Experience in Emulate 3D and/or Flexsim Experience with PLCs Basic knowledge of material handling and storage systems Process improvement and facility flow experience Ability to lead small groups Ability to communicate to various audiences Ability to be flexible and work independently in a fast-paced and rapidly changing environment Ability to effectively manage, influence, negotiate, and communicate with external business partners and internal teams to meet organizational capacity needsAmazon is an Equal Opportunity Employer – Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation / AgeCompany - Amazon.com Services, Inc.Job ID: A820006"
53,Mid-Senior level,Full-time,"Senior Deep Learning Scientist   Location: New York, NY    A high growth startup is looking to hire elite Deep Learning Scientists.  If you have a passion for developing next generation algorithms and a desire to help change the way we live and work then look no further.   We are designing and training various deep learning models to help people for precision medicine and therapeutics.   Solve incredibly challenging problems with extremely passionate and experienced data scientists.  We are looking to hire experienced teammates who are equally passionate about problem solving.   Skills:  Ph.D or MS in Computer Science, Physics, Electrical Engineering, Computer Vision, Statistics or Math  Strong machine learning or NLP, BERT Experience working with deep learning frameworks like TensorFlow, Caffe2, Theano, CNTK and PyTorch Strong understanding of deep learning theory: CNN, RNN, LSTM and ANN Solid programming Python  Graphics GPU computing CUDA, OpenCL   Level: Senior or Lead (we are unable to sponsor at this time)  Full health benefits  Unlimited vacation Unlimited sick days Commuter benefits and more...     Please reach out for more information key words: image processing, machine processing, deep learning, neural networks, python"
54,Not Applicable,Contract,"•	Big data full stack engineers  – who are conversant with Apache Spark, Scala, Kafka & HBase.•	Emphasis on search capability / search optimization •	Experience working in an Agile environment o	3rd party – Streamset & Naveda o	SQL Server •	Web Services – Spring Boot •	DevOps – Chef 11/12, Dockers•	Data gather & pusher – Caska •	Working w/Data Science Group – Modeling & Scoring "
55,Entry level,Full-time,"Job DescriptionDATA ENGINEERDIRECT HIREDALLAS, TEXASICS is working with a growing Fintech client to hire a Data Engineer, with strong experience in data modeling, to join their Technology Risk team in the Downtown Dallas area!Responsibilities Participate in the development of prototypes for business or research data solutions (dimensional models, model builds) so that business users or predictive modelers may visually understand and explore a new feature or functionality before implementation to expose design assumptions and drive ideation. Provide support on requirement development and assist in documenting requirements. Support the team in developing analytic data sources for use by data scientists, research, and business users Execute rapid development of new data and analytic work tracks with fast iteration over quick sprints Provide support in breaking down business problems into solvable components by assessing the requirements and/or business implications to arrive at recommended solutions, with minimal supervision. Help execute the development of new concepts and proof of concept designs. Utilize a multidisciplinary approach to Data Analytic problems combining technical expertise with analytics and business knowledge. Leverage ""agile” data analysis with technology fluency in parallel processing/programming, software/programming languages and OLAP technologies (Ab Initio, Oracle, Microsoft SQL Server Analysis Services, SQL, PL/SQL, MySQL, and Hadoop-JAVA MapReduce). Promote an environment that supports innovation and process improvement. Participate in the development of corporate research data files, information platforms or data spaces designed for exploring and understanding the data. Demonstrate high degree of analytic agility to meeting fluid and dynamic business needs in this space.  REQUIREMENTS: Bachelor's Degree in Computer Science or other related fields Experience with the following: Data modeling  Big Data technologies Scripting experience with Python, Scala, Shell, etc. Expert in SQL  Developing Java-based software solutions   Strong business acumen and ability to communicate across all levels within the organization Experience within Identity Access Management or Access Provisioning is a plus"
56,Mid-Senior level,Full-time,"Job descriptionPosition SummaryThis individual will be responsible for developing and managing the data architecture to support credit limits data mart and marketing analytics and reporting. This individual will partner with technology and individuals across the Customer Insight organization to define, design, and build scalable solutions and processes to support key marketing analytics initiatives.Key ResponsibilitiesResponsible for architecting, developing, managing, and automating data solutions to support advanced reporting and analytic solutions for Credit Limit,Overdraft Limit, and marketingSupport the data needs for key marketing analytics initiatives. Examples may include multi-touch attribution, media mix modeling, net promoter score, customer segmentation, and propensity modelingMaintain data controls and quality control programs across marketing data sourcesWork with team members to design and create standardized SAS programs and data to more efficiently support reporting metricsSupport ad-hoc data analysis requests from senior leadershipParticipate in technical design reviews and provide technical expertiseQualificationsRequired Qualifications: 3+ years of experience with SAS or SQL to access, transform, and report on data is required. The individual is expected to be ""hands-on"" with the dataBachelors' Degree in computer science or related business, engineering or quantitative field (e.g. CS, MIS, Statistics, Mathematics, Engineering, etc.)Desired QualificationsProficiency with SAS required (EG a strong plus), intermediate to expert SQL skills and experience with large data warehousing environments (Teradata, Hadoop, Oracle, etc.)Experience with Tableau or other BI/visualization toolExposure to UNIX programmingMarketing analytics and operations including database marketing, direct marketing measurement, response attribution or campaign related dataKnowledge of the financial services industrySAS Data Integration Developer will be responsible for maintaining, manipulating and managing the data to feed into the Analytical Data Marts. 3+ years of experience in advanced SAS programming. Experience with SQL and relational database is required.Must have very good SAS Application Development Programming experienceDevelopment experience in SAS, SQL, UNIXExperience in SAS/MACROS SAS/SQL is a mustExperience working with databases like MySQL/TERADATADatabase ETL experience"
57,Associate,Contract,"Job DescriptionSenior Java DeveloperDenver, COContract OpportunityWe're in search of a seasoned developer who loves building great experiences and has a passion for making complex operations easy to perform. You will be modifying existing applications and data access logic to meet more complex requirements.Technical Experience Degree in Computer Science/Engineering or related discipline Minimum 3 years of experience designing and developing in Java Very skilled programming with React Very skilled programming with SpringBoot Experience in Agile software development methodologies We're explicitly looking for React experience in a Java environment"
58,Executive,Full-time,"SVP Data Science & AnalyticsHouston, TX  The SVP of Data Science & Analytics will report to the CIO and be responsible for building and managing a team of data engineers and data scientists to develop, implement, and maintain the organisations data analytics program. The successful candidate will ensure our organisations capability to model, predict, and improve decision making and operational performance across all levels.   Key requirements: • Developing and managinh the entire organizaitions data analytics strategy including articulating to all members in c-suite a strong vision for the creative use of data and analytics to transform the industry   • Develops and maintainng relationships across the organization to align data strategy and identify opportunities for using best in class models and algorithms to enhance efficiency and improve current business practices    • Implements the use of regression and machine learning techniques to predict operational issues and opportunities   • Integrates and mines large data sets, connecting data from various sources to define insights and patterns using predictive and prescriptive analytics.  Essential experience and job requirements:  • Experience with regression analysis, including GLMs, Bayesian methods, and classification techniques.   • Experience with numerical optimization including LP, NLP, iterative and/or stochastic methods    • Demonstrated proven track record of successfully leading multi-discipline teams .    • Demonstrated ability to build productive relationships with employees at all levels of the organization."
59,Mid-Senior level,Full-time,"Just Auto Insurance (Just) is a young, fast-growing start-up, looking to revolutionize the auto insurance industry. Our customers will pay fair premiums, based on how they drive and what conditions they drive in, rather than how old they are or what zip code they live in.We score how our customers drive using telematics data, gathered from our app running on their smartphones, to determine an individual price per mile for each customer. Our vision is to ingest and interpret ever-more data sources, including audio and video data, to improve driver safety, lowering the risk of accidents and the cost of insurance. Our data science platform and strategy are critical to achieving this mission. You will lead and own this function. What You'll Do Lead the Data Science teamSet and implement data science strategy Work with large, complex data setsSolve complex, non-routine analysis problems, applying advanced analytical methodsHelp to architect a secure, scalable and performant data warehouse and data science platform Build and prototype analysis pipelines iteratively to provide insights at scaleBuild out the team, technology and processesWhat we're looking for:Masters in Data Science, Computer Science or similar6+ years of hands-on technical experience in cross-functional Data Science roles2+ years of management experience growing and leading Data Science teamExperience working with telematics datasetsDeep understanding of statistics and experimental design Experience [n1] of going through an aggressive phase of growth Strong programming and architectural skills Experience [n2] in integrating models into existing systems Some experience with deploying on scalable cloud-based systems Strong standards for software engineering practicesAbility to break down complex problems Creativity in sourcing datasetsExperience in non-academic, commercial Data Science projects Experience in signal processing, including sensor data, time series methods and filtering  Highly Regarded But Not a Prerequisite PhD in Data Science, Computer Science or similar.Experience working for a telematics-based auto insurer Video or audio processing experience From a personal point of view, we're looking for someone who is innovative, collaborative and has passion for what they do. You'll be expected to roll up your sleeves and get stuck in from day one.So that's what we need, what about what we can offer you.You'll be joining a highly talented, focused and energetic team. Following agile principles, the data science, software engineering and stakeholders work closely and collaboratively together.As we believe in collaborative working, we ask employees to come into the office five days a week. We start at 08:30 to align with our London, UK office a little better. Our Los Angeles office is based in trendy Brentwood with excellent access to stores, restaurants and surrounding West LA suburbs.We believe in work-life balance, and as such, you'll get your birthday and the days between Christmas[n1] and new years off, in addition to your 20 days vacation allowance.Your remuneration is made up of salary (up to $175k), healthcare and a generous share options package.This role is an extraordinary opportunity to get in at the ground floor of a business that seeks to revolutionise a $222B industry - and that's in the US alone. If you are passionate about making a difference and have a hunger to shake up a market that is ripe for change, this is the role for you.This is an extraordinary opportunity to get in at the ground floor of a business that seeks to revolutionize a $222B industry - and that's in the US alone. If you are passionate about making a difference and have a hunger to shake up a market that is ripe for change, this is the role for you."
