,Level,Type_of_Job,Description
572,Internship,Internship,"Job Description:The Data Scientist is responsible for clarifying requirements and transforming data into actionable insights, work on innovative projects, combine expert statistical modeling knowledge with data science and analytics, including demand forecasting, operational analytics, and pricing optimization. In this role, you will work with a wide range of stakeholders and functional teams and must have a proven ability to drive business results with your data-based insights.Qualifications:Master’s or Bachelor’s Degree in a technical field (Data Science, Statistics, Operations Research, Math, Physics, Engineering, Business Analytics) from an accredited institution AND minimum of two (2) years’ of work experience with engineering, statistical methodology and analysisMinimum of five (2) years’ of work experience with engineering, statistical methodology and analysisDescription:Engage with business teams to find opportunities, understand requirements, and translate those requirements into technical solutionsDesign data science approach, applying tried-and-true techniques or developing custom algorithms as needed by the business problemCollaborate with data engineers and platform architects to implement robust production real-time and batch decisioning solutionsEnsure operational and business metric health by monitoring production decision pointsInvestigate adversarial trends, identify behavior patterns, and respond with agile logic changesCommunicate results of analyses to business partners and executivesResearch new technologies and methods across data science, data engineering, and data visualization to improve the technical capabilities of the team"
573,Mid-Senior level,Full-time,"Leading hospitality (ski) company seeking a Director of Data Science to help build and lead a team of Data Scientists that will help answer critical business questions and drive business decisions through advanced analytics, algorithm development and predictive modeling. This role is reporting directly to the C suite and is the key focus for the coming few years to build out a Data Science Center of Excellence.  Keywords: Customer Analytics, R, Python, Team Management, Innovation Location: Near Denver (20 minutes from downtown Denver)  Requirements: Advanced degree in a quantitative field (Computer Science, Statistics, Electrical Engineering etc.) 10+ years of customer analytics experience with Python or R Hands on experience building machine learning algorithms, regression (linear & non-linear models), clustering, etc Experience leading the build out of a recommendation engine Demonstrated experience leading engineering and development of large scale data/data science centered modelling Strong verbal and written communication skills as well as excellent presentation skills Love of skiing is a plus!    Send MS Word attached resume to Ilana Raz, ilana@analyticrecruiting.com | For more opportunities, please visit www.analyticrecruiting.com."
574,Mid-Senior level,Full-time,"MANAGER OF DATA SCIENCE: *Must have SQL experience   Seeking a Manager of Data Science with analytical expertise and business acumen with a desire to build the foundation for a successful career in Data Science. The primary role will be to leverage and expand an analytics database and to support data mining and statistical predictive modeling projects that lead to new rating structures, new underwriting programs, and support the introduction of new product features that increase profitability, yield, and growth.  Responsibilities:  Take a leadership role in implementing the strategic direction for the company's analytics Develop state of the art transformative pricing, underwriting, demand, and claims models to increase profitability, yield, and growth  Manage 1 direct report, yet able to build a team if necessary  Foster relationships with internal departments as well as parent company's Data Science & Analytics Lab and Strategic Data & Analytics groups to identify and explore new sources of data that predict results  Identify and explore new external sources of data and develop plans to acquire and interpret results Incorporate text mining in modeling and analytic processes by leveraging a large collection of unstructured data  Determine how image recognition techniques and artificial intelligence can be utilized to further the core business  Supervise the use of exploratory tabular analysis and statistical methods such as classification analysis in support of ongoing projects  Oversee the development of multivariate predictive models  Apply statistical and analytical methods such as generalized linear modeling (GLM), data mining techniques such as gradient boosted machines, and other non-linear methods Monitor results of changes through reports or dashboards often leveraging APIs  Clearly communicate complex findings to colleagues and external customers, influencing outcomes   Requirements:  Excellent programming skills and expertise in data query & be proficient in SQL  Expert level of competence in statistical software languages/packages such as R, Python, DataRobot, Tableau, Mathematica, H2O, Spark, and/or Cloud Computing Environments (AWS, Azure, etc.)  Knowledge of deep learning neural networks and experience in frameworks such as TensorFlow, Keras, Caffe, PyTorch, etc.   Skilled in critical thinking, analysis, and determining strategic direction  Ability to drive both individual and team projects to completion including during the planning and implementation phases  Capable of influencing senior managers through outstanding presentations  7+ years business experience in statistical modeling, data mining, machine learning, artificial intelligence, and applying data base queries  Experience managing a team preferred  Graduate degree in a quantitative field such as Mathematics, Statistics, Economics, Finance, Physics, or Engineering preferred (some actuarial exams are preferred)"
575,Not Applicable,Full-time,"Position TitleData Science ConsultantLocationDallas, TX­OverviewThe Data Scientist Consultant provides services that maximize the value of the customer’s business through data-driven insights and enhanced decision support. This role will be responsible for advising the customer and recommending software configuration alternatives and implementing the software that is configured to optimize the solution so that the customer may realize the maximum value from the software.ResponsibilitiesProvide analytical services as part of a team conducting proofs-of-concept and identifying opportunities to create customer valuePerform data analysis to discover patterns, trends and anomalies in customer data, translate the results into actionable insights, and present results and recommendations to support customers in improving their data quality.Extract and present data stories from customer data sets to demonstrate value of solution and guide the customer in their prioritiesGuide the customer through identification of project success metricsWork with other members of the JDA team to understand domain issues and customer-specific requirements and translate them into model enhancement and tuning activitiesBuild, configure and train models to support overall project objectives, and run simulations and what-if analyses to evaluate alternative scenariosSupport the successful delivery of the solution to the customer by making recommendations and providing quantitative evidence of the project’s resultsKeep up with industry trends in data science practice and continuously improve the consulting team’s tools and methodologiesTravel to customer and team work locations (30% travel required)Qualifications30% travel required, 70% will be office basedGraduate degree in Operations Research, Statistics, or a related quantitative field, is required, and advanced knowledge of machine learning is preferred2+ years of experience in designing, setting up and maintaining productive machine learning pipelines1+ year of experience with customer projects and proven ability to elicit explicit and tacit requirements about business objectives, strategic concerns and policiesAbility to elicit customers’ knowledge, both explicit and tacit, about business objectives, strategic concerns, and policies related to the scope and success of the projectAble to translate complex data into business insights and opportunities to create valueAbility to communicate analytic insights and recommendations to customers without a deep knowledge of statistics by relating data stories to business situations and processesFamiliarity with business processes for retail, pricing, and supply chain management is preferredDemonstrated experience of script programming languages, preferably Python, for data analytics and machine learning applicationsAbility to create dashboards, visualizations, and reports to communicate statistical findingsCapable of working with and selecting relevant subsets of large data setsOur ValuesIf you want to know the heart of a company, take a look at their values. Ours unite us. They are what drive our success – and the success of our customers. Does your heart beat like ours? Find out here: Core ValuesCheck out JDA's blog - Supply Chain Nation - the platform for supply chain trends and innovations."
576,Mid-Senior level,Full-time,"SENIOR VICE PRESIDENT, DATA SCIENCE AND ANALYTICS GREATER LOS ANGELES AREA $200,000-$240,000 Base Salary  THE COMPANY Start up founded in 2002 and has over 200 employees currently Provides customer engagement programs and digital solutions Team of data analysts, data scientists, and software engineers   THE ROLE As the SVP of Data Science and analytics, you will… Support marketing with data science and analytics for customer acquisition, brand building, etc. Lead and implement the company's analytics, data science & insights function Use data to drive decision making, insights, and personalization and recommendation for customers Lead a team of data analysts, software engineers, and data scientists Support the company with advanced analytics including adhoc requests, data visualization, and dashboarding   YOUR SKILLS & EXPERIENCE Multiple years of experience leading and building out technical teams in areas of data science, analytics, or engineering Hands on experience with predictive modeling, algorithm development, and visualization Experience being client facing and interacting with non technical parties Previous experience with interacting with stakeholders and being involved with strategy planning of the company   THE BENEFITS As the SVP of Data Science and Analytics, you can expect a base salary between $200,000 to $240,000  (based on experience) plus competitive benefits.   HOW TO APPLY Please register your interest by sending your CV to Kristianna Chung via the Apply link on this page.  "
577,Mid-Senior level,Full-time,"OverviewLead all Data Science activities including research, software, automation, machine learning, creation of algorithmic models, physics, mathematics, probability and statistics, and predicative data analysis. Create an environment where integration of new / emerging AI / ML technologies is a primary focus. Collaborate with electrical, mechanical, and software engineering to ensure proper enhancement and implementation of data science deliverables. Manage, motivate, and mentor technical professionals ranging from first year engineer’s to seasoned PhD’s.Responsibilities Oversee research leading to scientific understanding of threats found in pipelines. Guide development / improvements in identification, location, recognition, classification, sizing, accuracy, and visualization of threats. Develop strategy for maintenance and use of data, development of algorithms, verification and validation of models, and correlation of data. Manage development and implementation of models and applications based on scientific proof leading to advancements in analysis and interpretation of data. Lead continuous improvement through creation of feedback mechanism of models and applications being exercised in operations. Adapt automation and machine learning technologies to active and future programs / applications to enhance functionality. Develop team members by sharing industry knowledge of automation and machine learning principles and practices. Lead / mentor cross-functional collaboration, communication, and personnel development. Ensure collaboration with all organizations throughout the development process. Manage project prioritization / execution in an Agile environment.QualificationsDemonstrable managerial experience developing and implementing automation and machine learning strategy leading to winning outcomes is required.Bachelor’s degree required. Master’s or doctoral degree preferred.Data Science, Engineering, Mathematics, Physics, Computer Science, or equivalentMinimum 10 years post degree technical experience requiredMinimum 5 years’ experience managing technical teams3 – 5 years’ experience managing projects (scope, schedule, budget) preferredKnowledge of inline pipeline inspection, magnetics, and EMAT technologies a plusExcellent communication and presentation skillsOptionsApply for this job online ApplyShareRefer this job to a friend ReferSorry the Share function is not working properly at this moment. Please refresh the page and try again later.Share on your newsfeed Join our Talent Network! We're always looking for great people to join our team. If you didn't see a position that catches your interest please join our Talent Network . This will allow you to self identify your expertise and areas of interest."
578,Internship,Full-time,"JMA is currently seeking a Data Scientist Intern to join the Business Analytics Team in our San Francisco office. Our team is tasked with absorbing millions of rows of data from various of sources, organizing them, visualizing them, and analyzing them to help inform decision-making and investment strategies. You will be tasked with transforming complex and not always structured data sets into actionable insight for our acquisitions team. We want you to use that intuition you’ve developed (both in business and real life) to use the data we have on hand to find opportunities for growth and to develop insights that help the organization meet its investment goals, improve its performance, and positively impact the bottom line in the real estate market.Once you’re here, you’ll help engineer, analyze, and report on data to improve and streamline the due diligence process. Your work will provide digestible insights for acquisition leaders and JMA executives.What You Will DoBuild price prediction models for property value growthBuild cost prediction models for real estate developmentCollaborate with acquisitions and asset management teams to integrate your model outputsAs an early member, help set the culture, processes and tools of the data science teamWhat We Are Looking ForEducation and Prior ExperienceBS/BA required. Enrolled in a graduate program of study as a full-time studentExperience through thesis research, internships, or work experience in a science, technology, engineering or mathematics (STEM) related field, such as:Computational social scienceComputer scienceData analyticsEconomicsEngineeringGeospatial analysisMathematicsOperations researchPhysicsQuantitative financeStatisticsPrevious experience in quantitative fields including predictive modeling, statistics, financeSome experience in real estate is preferred, but not necessaryTechnical SkillsStrong quantitative, analytical, and problem-solving skillsStrong proficiency in Microsoft Excel, database management, VBA, AWS, SQLStrong proficiency in R or PythonFamiliar with GIS software and location-based data setsPersonal SkillsAbility to think and act independently to assess and prioritize new opportunities and present findings to acquisition and senior management teamsDemonstrated ability to lead and complete predictive modeling and data science related projectsSelf-starter and strong work ethic with willingness to work in a demanding, highly focused, and collaborative environmentPragmatic and gets things doneRequired EducationMaster’s educationRequired ExperienceMachine Learning, Statistics, Predictive Modeling: 1 yearWho We AreJMA is a full-service investment and development firm focusing on real estate and leisure-lifestyle assets. We work on every project scope from concept and entitlement through completion and operation. Our portfolio includes landmark properties that span hospitality, resort, destination, residential, retail, office and commercial developments. We believe their success is founded on our team’s keen understanding of the user experience and a deep knowledge of trends, tastes and desires that drive the creation of truly unique places. As a company and as members of the communities we build in, we have a firm commitment to sustainability and a responsibility to better the neighborhoods we work in – both environmentally and economically."
579,Internship,Full-time,"Global food security is top of mind here for us at Gro Intelligence. The world could face a food deficit of 214 trillion calories per year by 2027! We believe the key to ensuring cheap and abundant food is data –enabling discovery, analysis, predictions, and better decision making in food and agriculture. That’s why we’ve built Gro, the largest agricultural data and analytics –with hundreds of trillions of data points from sources all over the world, a number that is doubling every six months. We are looking for a dedicated Data Science intern to join us this summer to work on some exciting projects with us.What You'll Do Develop original computational models to predict agricultural and environmental performance and conditions using geospatial, weather, crop, trade, and pricing data. Develop systems and techniques for very large scale computations Work with scientists, analysts and engineers to integrate local and sector specific factors and work closely with specialists in the field to further internal product development and external collaborations Do original research on machine learning models and algorithms, working with closely with research scientists Understand and contribute to the advancement of the state of the art in academic and industry research What You Have Experience with “big data” computation (parallel processing, distributed storage) Strong computer science fundamental (data structures and algorithms) Strong understanding of statistics, mathematics Experience with natural language processing Ability to work in Python, Java, C++ Familiarity with statistical modeling tools (R, MatLab) Ability to work collaboratively with team members across functional roles and strong communication and leadership skills. Passion for solving high impact problems with data driven tools. Educational Requirements/experienceEarning a Graduate degree in Engineering, Computer Science, Math, Statistics, Physics or related fieldWho You Are Smart, excellent problem solving skills Curious, love for turning ideas into reality Productive, self motivated Creative, collaborative, diligent Strong attention to detail with ability to understand the big picture Learner, interested in new skills and adapting to new technologies Ability to work with geographically distributed and culturally diverse team Gro Intelligence is proud to be an equal opportunity employer and will consider all qualified applicants regardless of color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital or family status, disability, gender identity or expression, veteran status, actual or presumed belonging to an ethnic group, or any other legally protected status. If you have a disability or special need that requires accommodation, please let us know."
580,Mid-Senior level,Full-time,"Build and lead a team of data scientists to partner with cross-functional teams across the organization from product to marketing to engineering. Work closely with product managers, marketing, designers, and engineers to prioritize data projects which will maximize business impact and inform product strategy and planning. Be hands-on in conducting AB test analysis and provide actionable insights regarding product/UX changes for user onboarding, engagement, retention, and monetization. Dive deep into product usage patterns and develop domain expertise about segments of user behaviors and interests for online news and content. Help create and improve predictive models (e.g. predict user lifetime value or user churn). REQUIREMENTS  Technical university degree or equivalent knowledge Experience managing a team focused on data science / analytics Strong communication and leadership skills 5 or more years of analytical work experience related to apps or websites 3 or more years experience in one or more programming languages used for data analysis (Python, R, etc.) Advanced SQL Intermediate knowledge of applied statistics (fit regression curves, build predictive models, choose sample sizes, etc.) Experience with A/B testing"
581,Mid-Senior level,Full-time,"JCW is currently recruiting on behalf of a leading insurance company, who are looking for a Data Science Manager to help lead a team of Data Scientists whilst driving forward the data and analytics program.   Responsibilities include:  You will lead a team of data scientists responsible for      the design, implementation and testing of predictive and prescriptive      analytic models. Work closely with senior management to explain what the      data shows and the capabilities of it for company growth and revenue. Partner with multiple teams across the business to      identify and explore new opportunities utilize machine learning and AI      applications.  Qualifications needed   Master's degree in Computer Science or similar field.      PhD preferred.  Strong experience with Python is preferred.  Comfortable working closely with senior business      leaders to show the value of data for the company’s growth.  Any experience working on Dataiku's machine learning      platform or similar platforms is preferred.      Jack Fisher recruits exclusively for IT & Cyber professionals across the financial services and professional services sectors. For more information regarding this position please contact Jack Fisher at           646 517 8608   or jack.fisher@jcwresourcing.com."
582,Internship,Internship,"Job Description:The Data Scientist is responsible for clarifying requirements and transforming data into actionable insights, work on innovative projects, combine expert statistical modeling knowledge with data science and analytics, including demand forecasting, operational analytics, and pricing optimization. In this role, you will work with a wide range of stakeholders and functional teams and must have a proven ability to drive business results with your data-based insights.Qualifications:Master’s or Bachelor’s Degree in a technical field (Data Science, Statistics, Operations Research, Math, Physics, Engineering, Business Analytics) from an accredited institution AND minimum of two (2) years’ of work experience with engineering, statistical methodology and analysisMinimum of five (2) years’ of work experience with engineering, statistical methodology and analysisDescription:Engage with business teams to find opportunities, understand requirements, and translate those requirements into technical solutionsDesign data science approach, applying tried-and-true techniques or developing custom algorithms as needed by the business problemCollaborate with data engineers and platform architects to implement robust production real-time and batch decisioning solutionsEnsure operational and business metric health by monitoring production decision pointsInvestigate adversarial trends, identify behavior patterns, and respond with agile logic changesCommunicate results of analyses to business partners and executivesResearch new technologies and methods across data science, data engineering, and data visualization to improve the technical capabilities of the team"
583,Internship,Full-time,"Worker Sub-TypeStudent (Fixed Term)Job DescriptionTHE POSITIONCylance is seeking Data Science interns who will work with machine learning at the heart of its products during the Summer of 2019. Prior experience in security is a plus, but not necessary; the right candidate will be able to gain domain expertise during the internship, surrounded by some of the computer security industry’s leading minds.At Cylance, we develop state-of-the-art machine learning techniques to solve long-standing problems in computer security. We discover novel ML techniques and applications, build systems to handle petabytes of ludicrously high dimensional data, and protect people from bad guys. We protect millions of computers from security threats, and as an intern here, you’ll do real, meaningful research. Previous interns have seen their work directly impact our products, have published papers based on their research at Cylance, or have been inventor on a patent application related to their work.The Data Science team is a critical, highly visible, and high-impact team within the company. The team brings together experts from machine learning, stats, computer science, computer security, and various applied sciences, with backgrounds including deep learning, Bayesian statistics, time-series modeling, topology, scalable data processing, and software engineering.What You Will DoApply, improve, and invent machine learning techniques to solve important problems in computer securityWrite maintainable, readable code for running experiments and proofs-of-conceptsWork with very large datasets, often with millions of dimensionsCollaborate closely with other data scientists and security expertsWho We Are Looking ForCurrent PhD and Master’s students studying machine learning, statistics, or related fields; PhD students are strongly preferredStrong math skills in general, especially linear algebra and statisticsExperience with PythonExcellent communication skills, clearly conveying ideas to others in speech and in writingKindness, and a deep willingness to help and collaborate with othersABOVE AND BEYONDIndustry experienceExperience working with the following:Python, and libraries like sklearn, numpy, scipy, pytorch, and tensorflow.Various other languages, including Scala, C/C++, C#, Java, and x86 assembly.GitSparkVarious AWS services, like EC2 and S3What We Need From You To ApplyCurrent resumeCover letter/summary expressing:Why you are interested in working at CylanceThe skills, strengths and expertise you will contribute to our diverse team of extraordinary talent and humble heartsJob Family Group NameBusiness Practices & OperationsScheduled Weekly Hours40"
584,Internship,Internship,"At Carta, we design products that transform the way hospitals use data to deliver care. We make analyzing data fast, easy, and useful for everyone. We're looking for Data Scientists skilled at rapid iteration and excited about solving problems that can save lives. This is a startup role, where we will ask you to wear many hats and solve many different types of problems.Best of all, when we say Data Science Internship, we mean Data Science internship--no grunt work, no code cleanup, no bug fixes. Like kaggle, you'll be solving incredibly interesting Data Science puzzles but, unlike kaggle, every puzzle you solve will measurably help save people's lives and save our healthcare system. We'll give you a unique experience to see how far you can push your Data Science skills that you won't be able to find anywhere else.You love solving complex engineering problems, by creating beautiful, and well-tested algorithms. You're a positive individual who leads by example, drives conceptual thinking, and brings a curiosity and experimental approach to solving engineering challenges. You enjoy building new features and writing elegant code. If this describes you--you belong at Carta.We have open positions in Fall and Winter and we will be reaching out to you in July regarding this role.Excited to talk to you!"
585,Mid-Senior level,Full-time,"Feedzai is the market leader in managing financial risk with AI. Were coding the future of commerce with todays most advanced risk management platform powered by big data and machine learning. Founded and developed by data scientists and aerospace engineers, Feedzai has one mission: to make banking and commerce safe. The worlds largest banks, processors, and retailers use Feedzais fraud prevention and anti-money laundering products to manage risk, while improving customer Experience.The Customer Success team ensures our global customers achieve their business goals using our product. Everything you do matters: all your code, machine learning models, advisory, management, and other actions/roles will have a material impact on the way our clients run their business and how effectively we fight fraud and protect people from wrongdoing. You will be able to interact and meet many people from widely different cultures around the world and understand the business like few others. You will be able to say you protect people on a daily basis. You will be challenged with new technology, new processes, and new mindsets and will be asked to contribute to ensure continuous improvement. Come and change the world with us.You will be managing a distributed team of up to six (6) Data Scientists who are part of our client delivery team. The teams mission is to take on complex fraud detection problems for our enterprise level clients using Feedzais unique product and platform. In addition, the team is tasked with creatively developing and coding innovative data science solutions for our clients that can be generalized as product enhancements. Our client delivery team works with clients all over the USA. Each client project takes between 6 and 12 months to complete.Responsibilities Provide guidance to our Product and Research teams based on insights and models developed for individual clients Own the data science relationship with the client for up to 2 client projects Effectively understand business objectives and communicating data science insights and progress to a non-technical audience  Implement Feedzai's machine learning algorithm into our clients data feeds Contribute to the team knowledge by keeping up with the state-of-the-art in machine learning applied to our domains Build out and manage the new employee experience on this team Conduct the performance management process for this team  Qualifications You have a PhD, in CS, Physics, Engineering, Stats, or similar technical discipline You have experience with a range of statistical and machine learning techniques, ideally via open source libraries and proprietary models. You have experience managing teams  You can code proficiently in R/Python and an object-oriented language You have experience with big data platforms such as Hadoop, MapReduce, Spark, Hive, and Pig You are comfortable presenting to non-technical customers. Experience with building models for fraudulent financial transactions is highly valued Feedzai is an Equal Opportunity Employer.Feedzai does not accept unsolicited resumes from recruiters or employment agencies.PM19"
586,Mid-Senior level,Full-time,"If you are a Data Science Manager with experience, please read on!We dream of a different future, a future where machines will talk, a future where organizations will be organisms, and a future where life will be different - we will need a fundamentally easy way to embrace Big Data, we need the will, the vision, the leadership, and flamboyance to make Big Data accessible for everyone. We started as a big data company, however in the last 12 months, we have embarked on an exciting journey to build next-generation of data and AI driven products and platforms for the healthcare industry specifically. We are building tools that will enable physicians and hospitals to be more efficient, while making data-driven decisions to improve patient health. By doing so, we hope to save millions of lives in the future and make this planet a healthier planet.We started as a big data company, however in the last 12 months, we have embarked on an exciting journey to build next-generation of data and AI driven products and platforms for the healthcare industry specifically. We are building tools that will enable physicians and hospitals to be more efficient, while making data-driven decisions to improve patient health. By doing so, we hope to save millions of lives in the future and make this planet a healthier planet.What You Will Be DoingWe are looking for an Data Science Manager to setup best practices for development and champion their adoption and at the same time Architect and design technically robust, flexible and scalable solutions. Not only optimize your own code but make sure engineers are able to optimize theirs. As an Data Science Manager you manage your business goals, contribute to product strategy and help develop your team.What You Need for this PositionPython, SQLData Engineering: ETL, Data movements (SFTP, S3, VPN), Data IndexingData Science: Analytical modeling, statistics, has developed data to analytics automation pipelinesHealthcare Data: Knows clinical and financial healthcare dataSo, if you are a Data Science Manager with experience, please apply today!Email Your Resume In Word ToLooking forward to receiving your resume through our website and going over the position with you. Clicking apply is the best way to apply, but you may also:Chuong.Tran@CyberCoders.comPlease do NOT change the email subject line in any way. You must keep the JobID: linkedin : CT2-1534013 -- in the email subject line for your application to be considered.***Chuong Tran - Executive Recruiter - CyberCodersApplicants must be authorized to work in the U.S.CyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire."
587,Mid-Senior level,Full-time,"As a manager, you will: Lead your team of engineers/data scientists and support their technical decision making Be aware of new tools/frameworks your team uses to give better technical direction Regularly provide smart, steady feedback to lead your team to higher levels of achievement- intervening judiciously and with a light touch while leading by example Set clear expectations among your team in the project environment while rapidly aligning to changing business goals Play the “player-coach” role depending on team/ needs Work with your reports on defining and executing effective strategies to scale ad-hoc advanced analytics prototypes to large-scale solutions Serve as a subject matter expert in the entire range of the data science domain Take ownership of key workflow areas across the data science organization Communicate to stakeholders across all functions Translate technical concepts to non-technical audiences in a succinct and concise way You have a proven track record in: Successfully leading a team in a data-driven product setting Contributing as a highly effective individual contributor in delivering data driven products and solutions Achieving business goals as a leader with a demonstrable willingness to get in the weeds of the work when needed Communicating to both technical and non-technical audiences/stakeholders Getting out of your comfort zone to earnestly seek, integrate and effectively apply data to solve business challenges NICE TO HAVE College level degree in computer science, engineering, or relative work experience 5+ years’ experience with Python, Scala, or Java and distributed frameworks (Hadoop, Spark, etc.) Experience with applied machine learning or algorithm development Experience or interest in the life sciences industry Experience working with proprietary secondary data including medical / pharmacy claims, prescription data, sales data, and longitudinal patient-level data"
588,Not Applicable,Full-time,"Airbnb has become a global platform that connects travelers and hosts from over 34,000 cities. At the backbone of this is a world class customer support team and the innovative technology that enables them. We believe that our service will be a major differentiator and drive Airbnb’s global success and growth.The Support Products team is building a technology platform that supports Airbnb as it scales, delivering an exceptional level of customer service while also improving efficiency and the customer service agent experience. Machine learning is key to this vision.We are seeking a Data Science Manager to work out of our growing Seattle office to lead a strong team of data scientists to drive strategy for using machine learning to transform Airbnb support. In addition to collaborating with engineers, designers and product managers, you will leverage Airbnb’s rich and unique data and state-of-art machine learning infrastructure.We have an incredible team of data scientists, our work is highly sought-after, and our impact on the business is tremendous. If you have a proven background in this field and are excited to help build Airbnb’s community, we want to hear from you.Some Projects That You Would Lead Predicting when a customer might have an issue and proactively providing self-solve options. Conversational assistant (Chatbot) to solve simple cases with minimal human intervention, gather relevant information, and escalate to human agents when necessary. Smart Customer Support Agent Tools or automated resolution tools to enable efficient and consistent resolution of users’ help requests Route customer issues to the right customer service agent, matching supply and demand to minimize customer wait times. Capacity planning models to staff agents with time varying demand and variable service time to achieve near zero wait time Some Examples Of Traits That We Value PhD or equivalent work experience in a quantitative field preferred 5+ years in industry, customer service experience preferred 3+ years of mentorship and management experience Ability to write and mentor code development in SQL and Python Ability to partner with a diverse set of stakeholders globally Strong understanding of statistics and machine learning, natural language processing experience preferred Intuition for data science best practices, stemming from proven experience Steadfast focus on creating impactful change  Benefits Stock $2,000 yearly employee travel coupon Competitive salary Paid time off Medical, dental, & vision insurance Life & disability coverage 401K Flexible Spending Accounts Apple equipment Daily breakfast, lunch, and dinner We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status"
589,Mid-Senior level,Full-time,"Data Science ManagerSan Francisco, CAWho We Are: Twitter is the infrastructure of the world’s public conversation. Events break on Twitter, from massive and world-changing to the local data science meet-up. Users exchange and shape their thoughts by forming communities with shared interests.The Consumer Data Science Organization works closely with our partners in Consumer Engineering, Product, and Twitter’s leadership to understand user behavior, inform product decisions and influence the company strategy.What You’ll Do: You will manage multiple teams of talented data science managers, tech leads, and individuals. You will be looked upon to lead team roadmaps, present to executives, drive the career development of your team members, and influence all facets of the company’s product and data science strategies. As part of our company's data science leadership, you will also be responsible for improving the culture of our organization, attracting extraordinary data science talent, and elevating the role of data science in the company.Who You Are: You are an experienced manager of managers and tech leads, or a manager of multiple teams with directly relevant domain expertise. As a data scientist leader, you are comfortable owning important and complex project areas from start to finish. You influence entire organizations with the work you do. That work includes defining technical roadmaps and driving alignment with less technical partners.You are highly technical and hands-on but you also wear product and project management hats with ease ensuring the success and impact of your work across domains. You care deeply about the growth and well-being of your team and coworkers and bring a servant leadership mentality to every challenge you face.You Are Great AtUnderstanding consumer productsCollaborating with PMs, engineers, and designers to drive product impactLeading and prioritizing projectsCoaching people managersMentoring senior data scientistsRequirementsYou are a strong data science or machine learning leader with 5+ years of people management experience2+ years managing tech leads, and/or people managers and/or ICs (Individual Contributor's) in a data science settingExpertise directing efforts to solve complex and highly impactful quantitative problems.Any Of The Following Is a PlusA Ph.D. or advanced degree in a quantitative fieldDomain expertise dealing with:Content ranking and relevanceOnline discussion and conversation dynamicsComplex networks analysisQuantitative social scienceWork experience at a large tech companyExperience performing data science at scale with technologies such as Spark and HiveFluency in one or more object-oriented languages like Java, Scala, C#, C++We are committed to an inclusive and diverse Twitter. Twitter is an equal opportunity employer. We do not discriminate based on race, ethnicity, color, ancestry, national origin, religion, sex, sexual orientation, gender identity, age, disability, veteran, genetic information, marital status or any other legally protected status.Hiring ProcessStep 1After you apply, a recruiter may reach out to you for an introductory call.Step 2If your background is a match for the role, you may phone interview with 1-2 people.Step 3If you continue through the process, you will come onsite 1-2 times to interview with a total of 5-10 people."
590,Not Applicable,Full-time,"Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.Facebook's Enterprise Products team is responsible for building user-friendly, scalable, and robust enterprise applications. We are looking for an analytics leader to work on our highly specialized supply chain systems. You will enjoy working on cutting edge technology, and see your insights turned into real products on a regular basis. The perfect candidate will have a background in computer science or a related technical field, will have experience working with large data stores, and will have some experience building software. You are scrappy, focused on results, a self-starter, and have demonstrated success in using analytics to drive the understanding, progression, and user engagement of a product. This is a full-time position based in our Menlo Park office.ResponsibilitiesHelp build and lead great data engineering & data science teams to deliver world-class productsApply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how users interact with our productsPartner with Product and Engineering teams to solve problems and identify trends and opportunitiesInform, influence, support, and execute our product decisionsBuild/maintain reports, dashboards, and metrics to monitor the performance of our productsMine data and extract useful product insightsManage development of data resources, gather requirements, organize sources, and support product launchesMinimum Qualification3+ years of experience in managing other team members in a formal or informal capacity4+ years of experience doing quantitative analysis2+ years of experience in an analytical role in a technology or a supply chain company2+ years of experience with SQL or other programming languagesExperience in initiating and driving projects to completion with minimal guidanceExperience in communicating the results of analysisPreferred QualificationBachelor Degree in Computer Science, Math, Physics, Engineering, or related quantitative fieldExperience with packages, such as R & programming languages such as pythonExperience with large data sets and distributed computing (Hive/Hadoop)Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com."
