,Level,Type_of_Job,Description
635,Entry level,Part-time,"OverviewWe are North America's leading security services provider with over 200,000 phenomenal employees. At Allied Universal, we pride ourselves on fostering a promote from within culture. There are countless examples of individuals who began their career as Security Professionals and today hold positions on our senior leadership team. In fact, over 65% of our managerial positions are filled by internal candidates.For all full-time positions, we offer medical, dental and vision coverage, life insurance, 401K, employee assistance programs, company discounts, perks and more! We also offer part-time and flexible schedules!Start your phenomenal career with Allied Universal today!Job DescriptionAnalyst: Data Science (ADS)The Analyst for Data Scientist (ADS) will help the client build a sustainable data classification and reporting apparatus for a dispersed global team. The Analyst will be responsible for conducting statistical analysis and optimization of financial and non-financial data available within the client's security department. The ADS will work with stakeholders across the globe and execute complex statistical analyses in support of operational programming including travel and intelligence. The Analyst will prepare data visualizations, use algorithms, or create simulations to discover and classify patterns that help in business decision making and presenting findings to business audiences.FocusThe focus for this role is in translating complex data into meaningful and digestible insights for a broad and diverse audience of clients and decision-makers across the organization. The Analyst will support existing and bespoke programs through analysis of large disparate datasets such as log files of activity or aggregated lists of incidents. A previous background in security, investigations, cyber security, anomaly detection (such as outliers) or similar is advantageous.Key Responsibilities Develop analysis-ready datasets by ingesting, staging, curating, mining, combining, cleansing, transforming, and analyzing data from a multitude of structured and unstructured disparate data sources Must be able to build a data science program from disparate analytical parts Attend meetings and provide the necessary support to ensure new projects are provide with the necessary data and/or insights to make informed and timely decisions Partner closely with team members to ensure the success of key initiatives related to data source management and development for network design, key performance indicator monitoring, and business integration Lead projects directly related to designing, testing, and deploying analytical solutions or initiatives Serve as data management point of contact for collaborative initiatives within the department Perform other duties and analysis as assigned by managementQualifications: Strong background in statistical techniques such as parameter estimation and hypothesis testing is required. Requirements also include programming experience for data analysis, data processing, and statistical tools such as SQL (Working knowledge of: Oracle, SAS, Hadoop Platform, R, or Python). Fluency in English and very good written and verbal communication skills are necessary. A minimum of a Bachelor's Degree is required (Analytics, Data Science, Statistics, Computer Science, Information Technology, Engineering, or similar field. MS or MBA preferred) Minimum three years of related experience in logistics, analytics, data science, or data management is required Knowledge of relational databases Solid ability to clean, transform, and join both structured and unstructured data sets to deliver analysis Knowledge of advanced analytical visualization software Project management experience required A solid understanding of the data science industryPhysical/Mental Requirements And Working Environment While performing the duties of this job, the employee is regularly required to use both hands, is frequently required to stand, sit, stoop, talk and hear (communicate verbally in person and via regular telephone equipment), and must be able to read computer screens, correspondence and reports in English. The employee must constantly walk, stand, reach with both hands and arms, and must be able to drive a vehicle. The employee may occasionally lift and/or move up to 25 pounds. May be required to climb stairs on an intermittent basis at client sites. The job is generally performed in an office setting; however, during site visits the employee may be subject to adverse conditions such as rain, cold or heat for short periods of time. The ambient noise level is usually quiet, consisting of normal conversations, business machines (copiers, printers, etc.) and telephones, but occasionally may be above-normal for portions of the shift. The employee must be able to concentrate on details, work under deadline pressures, apply sound logic and judgment, and prioritize tasks and responsibilities. Must be able to focus and multi-task in a busy environment, with the ability to successfully handle stressful situations in a calm and professional manner. Includes being able to effectively manage multiple employees with diverse personalities and engage them to perform at optimum levels. Must be able to clearly speak, read and write English.ClosingAllied Universal provides unparalleled service, systems and solutions to the people and business of our communities, and is North America's leading security services provider. With over 200,000 employees, Allied Universal delivers high-quality, tailored solutions, which allows clients to focus on their core business. For more information: www.AUS.com.We proudly support the Veteran Jobs Mission, a group of over 200 companies that have committed to collectively hiring a total of one million military veterans. EOE/Minorities/Females/Vet/Disability Allied Universal Services is an Equal Opportunity Employer committed to hiring a diverse workforce. CB-NW SAJ#ZR GAD-NWRequisition ID2019-320778SDL2017"
636,Mid-Senior level,Full-time,"Data Engineer Raleigh, NC Software Start-Up Compensation: $130,000-$170,000 (Unlimited PTO, Daily Catered Lunches, Free Gym Membership) This innovative and well-established Healthcare organization is actively looking to add a Data Science to their team. As part of a newly developed Data team, you will work with our Cloud Architect to design and build out the AWS data pipeline to fuel the company along its digital journey. The ideal candidate will be a self-starter with superior communication skills (verbal and written). A solid understanding of data science, advanced statistics, machine learning, data mining and visualization techniques are a must. In addition to the following qualifications the desire and ability to learn quickly is vital.  Skills You Will Need: Solid coding experience in various programming or scripting languages such as Python, Spark, Scala, R and/or Shell scripting. Experience optimizing and performance tuning ‘big data’ data pipelines and data sets with distributed technologies (e.g. Spark, Hive, or Pig). Exposure in engineering (commercial or open-source) software platforms and large-scale data infrastructures, CI/CD DevOps toolchain. Experience working with production systems. Minimum Qualifications: Bachelors in Computer Science or related field, 5+ years of relevant practical experience in data science or data engineering Experience with a wide variety of machine learning models and techniques (e.x. supervised and unsupervised learning, dimensionality reduction) Excellent command of Python and relevant libraries (Numpy, Scipy, Sklearn, etc.) Strong understanding of the fundamental mechanics of machine learning algorithms History of building and interacting with SOAP/RESTful APIs. Ideal candidates will: Experience working on the AWS (or similar) platform Infrastructure as a Service exposure. Docker/container orchestration experience.  "
637,Entry level,Full-time,"Requirements2 years of experience in quantitative analysis or data scienceStrong problem-solving skills, with experience breaking down a large problem into smaller, solvable componentsStrong skills in SASSQL.Strong skills in data exploration, analysis, and visualization with Python or R.Strong understanding of methods in statistical analysis (e.g., supervised machine learning methods, hypothesis testing, etc.)Experience with BI and data visualization tools like R, Shiny.Ability to initiate and drive projects to completionExperience with Decision Support Models.Excellent written and verbal communication skills with the ability to communicate the results of your work in meaningful waysStrong collaboration skills with both technical and non-technical groups"
638,Director,Full-time,"Executive Director Data Science Manager  Who we are We are a new and rapidly growing team of change agents inside a premiere investment bank. We are data scientists, design strategists and business leaders set on creating and building data products that transform the way we and our clients do business - balancing the art of decision making with science.  What we build will matter and have huge impact; our products and solutions will reach thousands of our clients around the world, and affect how our firm does business, moving trillions of dollars a day. Our group will also work closely with FinTech teams to find emerging tech companies that can help us accelerate development of new products.  Why join? New technologies, analytics and business models are emerging with the potential to radically transform financial services. You will be at the leading edge inside the company driving change.  You will: Explore how money moves through our network and around the world.  Turning data into insights to impact the strategy and direction of our products Develop approaches for understanding each individual client and their behavior to deliver a continually improved experience Invent creative and innovative ways to answer key business questions by leveraging existing data assets or creating new ones Develop, plan and execute analytical projects as an individual contributor and in teams.  Bring order to disparate requirements with high tolerance for ambiguity, very strong problem solving ability, and excellent client engagement skills Collaborate with product managers, end users, developers, and other stakeholders to integrate data discoveries and processes into operational capabilities Be a data storyteller, deliver practical data insights in a compelling manner to senior leadership.  Articulate findings clearly and concisely including presentations, discussions and visualizations. Develop deep subject matter expertise in the wide range domains in payments and liquidity to support a diverse set of products  Who you are: Quantitative background – Advanced degree in analytical field (e.g. econometrics, statistics, computer science).  8+ years relevant experience. Understanding of statistics, optimization and machine learning methodologies.  Ideally experienced with large scale graph inference.  Mastery of software design principles and development skills using Python Hybrid at your core - Part statistician, part computer scientist, part researcher, looking for order and patterns in data. This is an incredible opportunity for hybrid thinkers that love to learn and synthesize in a high-performing culture. Analytical thought leader - You can define the analytical agenda for projects, frame ambiguous business questions into analytical plans (e.g., assess data needs, source files, prepare data, create new features, evaluate quality, etc.), and execute. Cognitive and Communications Skill - Highly articulate, built upon an underlying fundamental clarity of thought. General ability to root out fundamental issues, bring order from chaos, synthesize elegant insights, and drive to clear decisions. Leadership - Primary focus of building something of significance. Willingness to roll up sleeves and do whatever it takes. Self-confidence, poise, and personal presence that inspires confidence in others. Charisma, gravitas, intellect, flexibility, and integrity that motivates others to trust, collaborate, and follow."
639,Mid-Senior level,Full-time,"The Data Science team is looking for an experienced leader to build and scale our Data Science organization. You’ll focus on multiple aspects of the business to help set the vision for what we build. You’ll define the roadmap, set metrics, improve the product, retention and quantify as well as surface opportunities for us to improve. You’ll also be able to build your own team with some of the best analytics and data science talent in the market, who want to tackle challenging technical problems in unique on-demand space.  The ideal candidate has experience leading analytics teams, working with complex data, building modern architectures, and data-driven decision making. You will be a great fit if you have previously led strong analytics teams and cultures, have created a vision for a data science architecture, and have demonstrated success business impact.  The role is based in New York.  Responsibilities: Recruit and lead a high-performing team of analysts and data scientists Work with your team to develop the models that drive the success of our business and the reporting infrastructure of the company Use quantitative analysis and the presentation of data to see beyond the numbers and understand what drives our business Partner with business and product leaders to improve our product and customer experience and prioritize projects for impact Represent the analytics team in key meetings and business reviews with our leadership team Help the team use data science methods to generate and test hypotheses, which include: performing analytical deep-dives to identify problems; opportunities and actions required; collecting, processing, cleaning, and storing data from disparate sources using SQL, R, Python, or other scripting and statistical tools; automate and improve the logistics of our business using model; manage the design, execution, and analysis of A/B or multivariate testing programs; drive a rigorous testing culture through across product and operations teams  Our Ideal Candidate: 8+ years of analytics / data science experience or equivalent; 4+ years of experience managing and scaling high growth analytics / data science teams Has managed an organization of 6 or more people, has experience managing managers Skilled at running cross-functional relationships and communicating with leadership across multiple organizations An ability to write very complex SQL queries. ETL experience a plus A deep understanding of statistical analysis (e.g. hypothesis testing, experimentation, regressions) and familiarity with statistical packages, such as R or Python Proficiency in one or more analytics & visualization tools (e.g. Chartio, Mode) Inspiring leader with a driven, results-focused attitude Strong analyst who is attentive to detail and sets a high bar for work produced by the team Ability to work in a dynamic, challenging environment where decisions you make will have a large impact Strategic problem solver who simplifies problems to their core elements and finds creative solutions Get-it-done mindset. You’re not afraid of long hours, able to handle stress well, humble and scrappy! B.S., M.S., or Ph.D. in economics, applied math, statistics, physics, engineering or other quantitative fields"
640,Mid-Senior level,Full-time,"Global  Entertainment Co.  building state of the art software and algorithms to improve the way that our media company transacts; interacts with consumers and customers; and makes vital business decisions with large revenue impacts. As a Data Engineer supporting the Data Science team, you will frame, pose and translate business problems to build AI-powered solutions that directly contribute to data products. As a member of the Data Science & Engineering team, you will be designing and building scalable models & architectures upon while ML algorithms can thrive, as well as refining existing model implementations so that they automatically build context in order to perform above and beyond expectations. From creating experiments and prototyping implementations to designing new architectures, we resolve challenging and meaningful problems with compelling business use cases. Our team is committed to continuously leveraging and furthering the latest advances in ML research to transform the broader media market through our data product successes In this role you will: · Collaborate with the data science team to build future-proof frameworks and abstractions · Collaborate with product management and engineering departments to understand company needs and devise AI powered solutions · Build tools that will increase the productivity of the Data Analytics team-members developing AI-based systems · Implement models that the data science team develops into working prototypes, proof of concepts, self-supporting model ecosystems · Build data pipelines that contribute to a self-sustaining data model system · Build demos and conduct training in conjunction with data scientist to help the broader engineering organization (and/or business partners) effectively use the product · Demonstrate and apply theories through research efforts to develop new and improved products, processes, or technologies · Participate in cutting-edge research in artificial intelligence and machine learning applications · Optimize models for on-device and multi-modal intelligence Qualifications: • Experienced Data Engineer with a BS, MS or PhD in a quantitative field (CS, Engineering, Physics, etc.) • 4+ years hands-on business experience, demonstrated implementations of ML models and techniques is a plus • Advanced in Python • Experience with AWS infrastructure (AWS Certifications are a plus) • Strong knowledge of relational and distributed databases, extremely strong in SQL • Multiple Implementations that feature good memory, disk I/O, and CPU/GPU management. • Experience with Apache infrastructure • Experience with streaming data and video manipulation • Familiarity with common ML algorithms (i.e. neural networks, tree-based methods, unsupervised learning, feature engineering) • Familiarity with ML/AI frameworks, e.g,. TensorFlow, Spark, and modular/modern software design practices. • History of research publications and/or implementations of state of the art techniques hosted on open source repositories is a plus • Passionate about ML/AI and how it can improve both the media industry and the world Technologies we use: AWS, Python, Python Data Science packages, Spark, Hadoop, Apache Competitive base salaries / awesome work culture and top flight benefits  resumes sent to: jim@ingenium.agency "
641,Director,Full-time,"Manager Data Analytics  Location:  New York, NY   New opening for an experienced Manager of Data Analytics to lead an analytics team within a growing technology company.  You will provide leadership for the delivery of algorithms, statistical models and actionable insights generated by the team to build new products that have a direct impact on our products.  This is a cross functional position working with multiple teams to build better data products and providing creative solutions.     Summary: Work closely with various data sources to stream line data for predictive, personalization, classification, and algorithm development Have a proven track record of drawing insights from data and translating those insights into tangible business outcomes Ability to implement new technologies with cutting-edge machine learning and statistical modeling techniques     Experience:  Minimum of 4 year's (post academic) experience in data science and analytics Track record of team leadership, continual learning and attending conferences Experience with machine learning, statistical modeling tools, Python, R Experience with Bayesian modeling, recommender, Causal inference, Generalized Linear Models,  Limited Dependent Variables, etc.. Excellent problem solving and critical thinking skills     Education:  Masters in Mathematics, Statistics, Computer Science or similar degree (PhD preferred but not required)  Benefits:   Competitive base, bonus and stock options  Medical,      Dental, Vision (premiums fully covered)   HSA,      FSA, Pre-tax Commuter, 401k  Flexible hours (we are not 9-5 punch the clock)  Conferences  Snacks      and Drinks  Weekly      Catered Lunches  Gym      Reimbursement  Monthly      Social Gatherings  Learning      and Development Budget  Annual      Offsite Celebrations    info@tekvizor.com  keywords: analytics, manager, data collection, insights, academic, research, statistics "
642,Associate,Contract,"Modis Consulting, one of the largest technical consulting companies in the nation needs a Digital Analyst and Payments/Fulfillment Analyst for job opportunities with our direct client in the Suburban Philadelphia area.  Please apply now for immediate consideration if you are interested in being considered for any of the jobs listed below.     Role:  Sr Digital Analyst/Data Tagging Analyst  Location:  Suburban Philadelphia PA  Duration:  3 month contract to hire  Rate:  Competitive W2 rate  IV Process:   Phone and Onsite IVs     Required Experience  7+ years’ experience in a Senior Digital Analyst or similar role within an Agile environment IBM Analytics/Core metrics exp is a plus but would consider Adobe Analytics/Omniture or Google Analytics Proven experience and understanding of analytics solutions, tag management tools and tracking capabilities and in performance optimization on digital platforms Big part of this is knowledge of databases and data analytics in general, (tag management and work on responsive websites, mobile applications (i.e. iOS and Android), and other miscellaneous devices  (i.e. Apple Watch, Apple TV, Roku, etc) Proven ability to work cross-functionally in a multi-function organization Relationships within technology and digital media industry Bachelor’s degree, with an MBA preferred     Role:  Payment Analytics & Fulfillment Analyst  Location:  Suburban Philadelphia PA  Duration:  1 Year Contract initially with likely extensions  Rate:  Competitive rate  IV Process:   Phone and Onsite IVs     Required Experience  Must have a strong data science background and a deep financial understanding Conduct efficient data manipulation with SQL, SAS, R, Tableau, AQT, MS Access & Excel etc. Assist in analyzing private label credit card programs’ performance trends while partnering closely with the internal business team to fulfill marketing initiatives while improving data sharing capabilities.  Primary focuses include analytical and operational support to drive increased new cardholder accounts, sales penetration and growth of total sales across the portfolios. Will provide rich analytical data, insights, trends, recommendations and fulfillment of Marketing campaign data. Works cross-divisionally with other key stakeholders to fulfill acquisition/targeted/mass marketing campaigns, create cost/benefit analysis, ensure quality control, and assist with project management/IT efforts to automate data sharing capabilities. Demonstrated analytical skills. Ability to quickly derive and apply insights from research and analysis. Experience with data querying and reporting tools other key internal/external database systems Ability to interface comfortably in technical systems environments     Please apply now for immediate consideration by emailing your resume along with your rate expectations.   Thank you,  _________________________________  Barb Heath  Sr. Resource Development Manager     T 610.548.7317  E barbara.heath@modis.com  L www.linkedin.com/in/barb-heath-a9744b1     Modis  2200 Renaissance Blvd, Suite 230 King of Prussia, PA 19406  www.modis.com     This message is intended only for the designated recipient(s). It may contain confidential or proprietary information and may be subject to other contractual or confidentiality protections. If you are not a designated recipient, you may not review, copy or distribute this message. If you receive this message in error, please notify the sender by reply email and delete this message.   "
643,Mid-Senior level,Contract,"About our Client:  Our client is a global pharmaceutical company and the second-largest pharmaceutical company in Japan   with an employee strength of over 32K . They are dedicated to the creation and supply of innovative pharmaceutical products to address diversified, unmet medical needs.  .  In addition, client's research and development unit is primarily focused on bringing forth novel therapies in oncology, including immuno-oncology, with additional focus on new horizon areas, such as pain management, neurodegenerative diseases, heart and kidney diseases, and other rare diseases.     About Net2Source: Net2Source is a Global Workforce Solutions Company headquartered at NJ, USA with its branch offices in Asia Pacific Region.  We are one of the fastest growing IT Consulting company across the USA and we are hiring ""Senior Bioinformatics Programmer"" for our client. We offer a wide gamut of consulting solutions customized to our 450+ clients ranging from Fortune 500/1000 to Start-ups across various verticals like Technology, Financial Services, Healthcare, Life Sciences, Oil & Gas, Energy, Retail, Telecom, Utilities, Technology, Manufacturing, the Internet, and Engineering.  Position:       Senior Bioinformatics Programmer    Location:      Basking Ridge, New Jersey   Work-Type:  Long-Term Contract  Responsibilities: Closely collaborate with analysts and oncology researchers in cross-functional teams to translate research problems and clinical needs into software solutions Develop new APIs, front-end user interfaces, data exploration and data visualization tools taking them quickly from prototype to production Evaluate and implement cutting-edge computing approaches in processing, storage, and analysis of high-dimensional or next-generation sequencing (NGS) data. Process, integrate and analyze datasets for insights that lead to testable hypotheses relevant to Drug Discovery and Clinical Development. Independently execute analyses that support discovery and pre-clinical/clinical studies such as new disease indication identification and biomarker development. Design, architecture, implementation and refinement of applications for visualization and exploration of genetic and health data  Required:  Expert programmer in at least one language, with experience working in production environments. Strong preference for R, python and Java. Extensive experience with data modeling for analytical applications. Strong in Unix shell/Perl scripting. Excellent communication, data presentation and visualization skills. Ability to work independently and as a key contributor in a distributed team environment. Experience with statistical analysis, familiarity with bioinformatics/genomics tools and databases is preferred. Experience in Pharmaceutical industry with Clinical Trials Data, Real World Data is a plus     Education: Master’s or higher degree in Bioinformatics, Computer Science or a related discipline.  Note from Hiring Manager: ""Looking for candidates with deeper understanding of bioinformatics/genomics analysis, experience with scientific hypothesis and exposure to cancer data.""  Equal Employment Opportunity Commission The United States Government does not discriminate in employment on the basis of race, color, religion, sex (including pregnancy and gender identity), national origin, political affiliation, sexual orientation, marital status, disability, genetic information, age, membership in an employee organization, retaliation, parental status, military service, or other non-merit factor.    For details on the Client Name and Rate Offered, please reach undersign.    Ankit Singh  Recruiter Net2Source, Inc.  (201) 740-8272  ankits@net2source.com "
644,Mid-Senior level,Full-time,"The Data Science Manager will manage a team of statisticians in research and development of new predictive models and new analytical techniques related to insurance pure premiums, customer life time value, customer buying behaviors and related topics using internal and external data. Responsibilities Include:• Provide analytics for setting price, underwriting and products strategies. • Implement analysis and modeling tests. Develop and enhance models used in a variety of contexts within the product management structure. • Advance modeling capabilities. Work with colleagues in various departments to facilitate the application of models developed considering the regulatory and competitive contexts. Ensure models are understood, implications are appropriately assessed, implementation plans are defined, validation of results are undertaken and adjustments are made.Education and Experience:Master's degree in Statistics, Mathematics, Engineering or related field (willing to accept foreign education equivalent) and a minimum of seven (7) years’ experience in managerial role supervising predictive/advanced analytics. Alternatively, will accept Ph.D. and five years’ experience in managerial role supervising predictive/advanced analytics.Special Requirements:• Demonstrated expertise in SAS;• Demonstrated expertise in Bayesian statistics; and• Demonstrated experience in developing multivariate predictive models in an insurance environment."
645,Associate,Full-time,"ROLE  We need an energetic Python Developer to work on some mission-critical programs within the Department of Defense (DoD). If you are smart, creative, and a self-starter, this job is for you.   Apply today!   RESPONSIBILITIES  Develop with Python Design, develop, and implement software applications Help build software applications for data science, analytics, and geospatial intelligence Help build high quality prediction systems Help create classification and co-occurrence algorithms using probabilistic approaches Work with Python libraries like Anaconda, NumPy, Pandas, Scipy, iPython, etc. Use iPython to create notebooks and visualizations Use AWS and its cloud services like S3 and Lambada Work with databases like MySQL, PostGres, RedShift, DynamoDB, Aurora, etc. Write clean code that is maintainable, scalable, and extensible Adhere to good programming and scripting practices Create data adaptors using pandas Contribute to data mining Help enhance data collection procedures to improve analytic systems Process, cleanse, verify data integrity Create automated anomaly detection systems Extending company’s data with third-party sources Work with libraries such as geopandas, shapely, and pysal Use machine learning techniques to build and optimize classifiers Learn and apply data warehouse techniques and technologies Help gather requirements Work in Agile environment Be part of cross-functional team on all application tiers Help consume RESTFul services   BACKGROUND  More experience the better 2+ years progressive experience 1+ years experience with Python Experience with Python libraries 1+ years experience with Linux Experience with ETL Experience with relational databases, e.g., MySQL, PostGres, etc. Preference for experience with AWS and services such as S3 and Lambada Preference for experience with Apache Spark, Airflow, HBase Possess product mindset Experience with Agile and Scrum   EDUCATION  Bachelor’s degree   LOCATION  Springfield, VA 22152   CLEARANCE  Minimum – TOP SECRET clearance Preference – TS/SCI clearance   West 4thStrategy is an Equal Opportunity/Affirmative Action (EEO/AA) employer. All qualified applicants will receive consideration for employment without regard to race, color, creed, religion, gender, sexual orientation, ancestry, national origin, age, marital status, mental disability, physical disability, medical condition, pregnancy, political affiliation, military or veteran status, or any other basis prohibited by federal or state law.              Other Considerations:Relocation will not be offered. Selected applicants will be subject to a background investigation. Individual’s primary workstation is located in an office area. The noise level in this environment is low to moderate. Regularly required to sit for extended periods up to 80% of the time; frequently required to move about to access file cabinets and use office equipment such as PC, copier, fax, telephone, cell phone, etc. Occasionally required to reach overhead, bend, and lift objects of up to 10 lbs. Specific vision abilities required by this job include the use of computer monitor screens up to 80% of the time."
646,Mid-Senior level,Full-time,"SENIOR SOFTWARE ENGINEER - DATAHouston, Texas, United States  Our firm is a different kind of investment manager. Since 2001, we have used data science and technology to derive insights that forecast the future and discover value in markets worldwide. Our team of scientists, technologists and academics looks beyond traditional finance to understand the bigger picture and develop creative solutions to some of the world’s most difficult economic problems. Our work spans markets and industries, from insurance and securities to private investments and new ventures.  Our firm is searching for an extraordinary software engineer to help build our next generation of data services.You will take on the following responsibilities:Architect, design, and develop software that enables us to ingest, transform, and scrub financial data used by multiple stakeholders. Partner with stakeholders in New York to develop, implement and roll out technology solutions to address a wide array of complex business problems. You should possess the following qualifications: BS or MS in Computer Science 7+ years of relevant experience in hands-on large scale software development and enterprise architecture 1+ year of software architecture experience on large scale systems Experience with Java (or other VM languages), Python, C or C++ Experience designing and developing in-house software solutions Extensive experience building Microservices architectures and event-driven systems Recent experience working closely with and mentoring junior software engineers Deep knowledge of technology solutions in one or more of the following functional areas is highly desirable: Financial instrument reference data and market data Data modeling experience in a financial services environment Ownership mindset, with demonstrated partnership with functional counterparts to deliver on a material set of business objectives. Delivered technology and developed subject matter expertise within one of the above noted functional areas. Designed and delivered high volume functionally complex software services. You will enjoy the following benefits: Core Benefits: Fully paid medical and dental insurance premiums for employees and dependents, competitive 401k match, employer-paid life & disability insurance Perks: Onsite gyms with laundry service, wellness activities, casual dress, snacks, game rooms Learning: Tuition reimbursement, conference and training sponsorship Time Off: Generous vacation and unlimited sick days, competitive paid caregiver leaves We are proud to be an equal opportunity workplace. We do not discriminate based upon race, religion, color, national origin, sex, sexual orientation, gender identity/expression, age, status as a protected veteran, status as an individual with a disability, or any other applicable legally protected characteristics."
647,Mid-Senior level,Full-time,"The Vice President of Artificial Intelligence will lead all AI efforts at Movable Ink. We believe that visual is the language that moves people and software is capable of creative expression.  You will lead our AI efforts and solve marketers’ biggest problems. You are comfortable diving into the huge, noisy, and complex world of real-time data to build predictive models of consumer behavior. You are customer obsessed and well-versed in the latest technologies in computer vision, deep learning, classification and unsupervised learning.  Most importantly, you have put theory into practice and will conceive and implement AI to power the marketing platform of the future. Over 700 major brands including Uber, Airbnb, REI, and Hilton use Movable Ink to communicate to their customers in a visual medium across every channel. We capture terabytes of contextual signals from billions of monthly customer interactions that are waiting to be harnessed. The role reports to Movable Ink’s co-founder and Chief Technology Officer.  Fast-forward one year and here’s what you will have accomplished:        Launched an AI offering that transforms how our customers engage in visual marketing.       Defined the long-term roadmap for software that is capable of creative expression.       Established a cutting-edge AI department staffed by the world’s best AI scientists who balance depth of knowledge with an ability to execute.       Set the AI vision & strategy for the company with a 7-year horizon, which includes leading the market as the #1 applied-AI company.   Responsibilities of the Vice President, Artificial Intelligence:        Develop AI Vision, Agenda and Roadmap for the company       Work with our New Ventures team to build AI products that see solid adoption and that customers love       Build a world-class AI/data science team based upon product-market fit and success       Leverage data science tools and techniques to analyze large data sets and develop custom models/algorithms to uncover trends, patterns and insights in the data       Establish actionable KPIs and success metrics and ensure timely, accurate reporting       Build and manage new data tables to support data collection, cross-channel data integration, dashboards, data visualization, data mining, and predictive analytics       Champion data governance, data warehousing, and data stewardship       Partner with Engineering, Product and other internal teams to facilitate easy and effective access to data and computing resources       Utilize Hadoop, SQL and NoSQL languages, tools and technologies to extract and process data for analytical needs. Design and architect data processing pipelines       Use Big Data Analytical tools and packages to build highly scalable analytical models   Basic Qualifications Needed:        10+ years of experience as a data scientist, machine learning, or AI professional       4+ years of experience recruiting and leading world-class AI teams that solve complex problems       Solid hands on experience in practical predictive modeling. Forecasting is a plus       PhD or Masters Degree in Computer Science, Statistics, Mathematics or a related field       Experience working with 'Big Data' using technologies such as SQL, Hive/Hadoop       Hands-on experience with a programming language e.g. Python       Understanding of algorithms, scalability and various tradeoffs in a Big Data setting   Preferred Qualifications:        Known for your ability to tell the story behind the data and deliver prescriptive analytics       Deep interest and/or domain experience in marketing, e-commerce, or advertising technologies       Comfortable in an environment where you are building an AI function from the ground up       Interested in inventing the future of AI applied to creativity    "
648,Executive,Full-time,"Are you a hands-on VP of Engineering or CTO who has been successful in the productization of data? Are you a VP of Engineering with success stories in data analytics, data science, and data insights? Are you a VP of Engineering or hands-on CTO with strong experience building and mentoring teams to build outstanding data-driven products? If you’re looking to scale engineering teams and engineering practices for a growing startup, this VP of Engineering role could be a great fit!   This data-intensive startup, founded by a veteran tech CTO, is completely disrupting an antiquated industry by delivering measurable results (in a gorgeous dashboard). This product is the first of its kind, has had incredible results (including real revenue), and is now looking to scale their engineering team to prepare for high scale growth. They are looking for a hands-on VP of Engineering to help them as they continue to grow by both hiring and inspiring great engineers and taking the company to the next level.   You Will: Build, lead, and mentor a team of passionate engineers – you’ll be scaling a team while you scale engineering practices Make sure the Engineering teams spread amongst the multiple offices are collaborating effectively Scale the engineering team by involving yourself in the hiring process from beginning to end Foster a healthy engineering culture through hands-on coding and ensuring the optimal balance between high-quality code and shipping punctuality, as well as developing an engineering roadmap Collaborate with the Data Science and Client Services teams to build data integrations   You Will Need: Experience productizing data – this key component is the basis for everything! Ideally, have scaled an engineering team from 20 to 50 engineers Well-rounded experience in software engineering, from front-end to infrastructure to data Experience managing a team of engineers, as well as experience being a Software Engineer yourself Experience leading at a startup The leadership ability to think both at macro and micro Desire to be hands-on, passionate about technology, strong knowledge of bleeding-edge technologies   You Will Get: Have a hugely impactful role at a revenue-generating startup The ability to build upon and lead a crack team of engineers Competitive comp+equity, 401k Health benefits + dependents Unlimited vacation Commuter benefits  If you’re a hands-on VP of Engineering with a background in data-intensive products, please apply today!"
649,Mid-Senior level,Full-time,"Build and lead a team of data scientists to partner with cross-functional teams across the organization from product to marketing to engineering. Work closely with product managers, marketing, designers, and engineers to prioritize data projects which will maximize business impact and inform product strategy and planning. Be hands-on in conducting AB test analysis and provide actionable insights regarding product/UX changes for user onboarding, engagement, retention, and monetization. Dive deep into product usage patterns and develop domain expertise about segments of user behaviors and interests for online news and content. Help create and improve predictive models (e.g. predict user lifetime value or user churn). REQUIREMENTS  Technical university degree or equivalent knowledge Experience managing a team focused on data science / analytics Strong communication and leadership skills 5 or more years of analytical work experience related to apps or websites 3 or more years experience in one or more programming languages used for data analysis (Python, R, etc.) Advanced SQL Intermediate knowledge of applied statistics (fit regression curves, build predictive models, choose sample sizes, etc.) Experience with A/B testing"
