,Level,Type_of_Job,Description
194,Not Applicable,Full-time,"DescriptionThe Provider and Network Data Science team enables healthcare providers and internal teams to make informed decisions regarding the cost of healthcare through the deployment of advanced analytics and tools. Our team is highly collaborative and customer-focused. Day to day work involves identifying provider and network insights using our established methodologies and exploring new ideas to better serve our customers.The team has developed several models that are of interest to our stakeholders. We are looking for an engineer to evaluate the code base and make refactoring recommendations to ensure a scalable and reliable production process. Additionally, the engineer would be defining the best practices for promotion of development pipelines into production. They would sign off that development code has been adjusted to conform to the production process. A key responsibility will be leading discussions and training for the data scientists on designing data models and writing efficient pipelines – in order to streamline future production integrations.In addition to being responsible for our production process, the engineer will be evaluating new projects and new data sources that could augment our understanding of provider, network and member behavior. They would engineer features from these sources and perform experiments to evaluate the improvement in model performance the data provides. The data engineer would also develop backends of tools that enable our users to effectively make business decisions.ResponsibilitiesThe engineer is responsible for ensuring data quality, creation of new data pipelines, optimization and management of existing data pipelines, ingestion and curation of data sources for analytical purposes, and transformations of structured and unstructured data into formats suitable for machine learning and advanced analytics. As data science products are operationalized, they will also work on deployment and making sure products are production-ready and run smoothly. They will work closely with IT on implementation of data products where traditional application development support is needed.Required Job QualificationsBachelor degree and 3 years of work experience in a computer science, engineering, or related field OR Master degree and 2 years of work experience in a computer science, engineering, or related field OR Ph.D. in a computer science, engineering, or related fieldLearning and growth mindset.Customer-focused.Interpersonal, verbal and written communication skills.Proficiency in at least four of the following six areas: 1) data analysis and relational-style query languages; 2) data pipelining and ETL; 3) working with semistructured and unstructured data; 4) a high-level programming language; 5) distributed computing; 6) understanding of healthcare.Preferred Job QualificationsExperience working with healthcare data (both transactional and reporting datasets): claims, enrollment, clinical, etc.Shell scriptingDistributed ETL/Computing: Hadoop, Spark (both Python and Scala), Hive, and Pig (for legacy processes)Relational databases: MS SQL Server, Teradata, etc.Experience with cloud services: Microsoft Azure or Amazon Web Services (AWS)Knowledge of Docker and Kubernetes, ideally with continuous integration experienceExperience integrating data science applications with enterprise network and security infrastructureDesire to explore working with streaming dataVersion control using gitWeb application development (NGINX, React, Node.js)API developmentThis position is based in Chicago, IL.CA"
195,Director,Full-time,"Job DescriptionAs the Director of Data Science for our growing SaaS organization, you will have the opportunity to build a mixed on- and off-shore team of talented Data Scientists, Analyst, and Engineers to transform our Data Science practice. We are looking for an individual with strong rationality in technology within data science who can scale our enterprise practice. You’re not afraid to roll up your sleeves and get your hands dirty, managing key stakeholders uninhibited by ego or hierarchy.Responsibilities Hiring and mentoring – Build and grow data science division Ownership – Deliver methodology and prototypes for solving hard, open-ended problems on cybersecurity and risk modeling Organization & Execution – Work with engineering and product management to deliver business value cross-functionally in the product organization Build organizational model of data science based on revenue and trajectory analytics Skills Proven experience growing data science teams for leading technology companies Strong background in Big Data, Hadoop, EMR and/or Complex Data Ingestion Strategic thought leader with strong organizational instincts Intellectual curiosity, willingness to learn new skills, and ability to contribute ideas Excited by analytical problems and new challenges Excellent communication and presentation skills Qualifications Master’s Degree in Computer Science, Mathematics, Statistics or related field, or equivalent technical experience 2+ years of growing and mentoring top talent in data science in technology companies 5+ years of experience as a Data Scientist delivering insights to power business stakeholders to make better decisions Knowledge of big data platforms and tools like Apache Spark Deep knowledge of data pipelines, APIs and data modeling"
196,Director,Full-time,"NBCUniversal, the global media company that brought you some of the world’s most iconic television and film franchises, including: The Tonight Show, Saturday Night Live, Keeping Up With The Kardashians, The Real Housewives, Mr. Robot, The Voice, This Is Us, The Fast & The Furious, Jurassic Park, Minions, and more - is launching an all-new video streaming service. It will seamlessly bring together the breadth and depth of NBCU’s broadcast and cable television series, movie titles, premier sporting events, and renowned news reporting... all in one destination… all in one app.    Are you ready to go beyond classic predictive analytics to the new areas like deep learning and reinforcement learning? Do you want to be a part of the team that builds and advanced recommender engine, active leaning platform, personalized solutions for marketing and advertisement? Join the world-class international team of smart, hungry and fearless professionals who are working at the cutting edge of technology and science at the epicenter of content, technology and culture.  Position Overview: As part of the Direct-to-Consumer Decision Sciences team, the Director of Data Science will be responsible for creating analytical solutions for multiple verticals of NBCU’s video streaming service including but not limited to, the recommender system, automated marketing, personalized advertisement, commerce and revenue optimization systems, customer journey and CRM solutions.In this role, the Director of Data Science will manage a team of data scientists in the design and execution of advanced analytical solutions using advanced data science methodologies including collaborative filtering, deep learning, reinforcement learning, on-line modeling etc. and lead collaboration with business owners and engineering team to build a state-of-the-art real-time video streaming service.Responsibilities include, but are not limited to: Build and manage a high-performance team of data scientists. Lead the team in the development of an analytical framework using statistical, machine learning and data mining methodologies. Work with business stakeholders to define priorities, approaches and business requirements for the analytical solutions. Drive the collection and manipulation of new data and the refinement of existing data sources. Manage multiple priorities across business verticals and machine learning lifecycle projects. Translate complex problems and solutions to all levels of the organization. Lead work with engineering teams to define data science driven requirement and solutions for major initiatives and opportunities of the streaming service functionality. Drive innovation of the statistical and machine learning methodologies and tools used by the team. Lead improvements in machine learning lifecycle infrastructure.   Drive a data science culture that inspires and motivates the team to succeed.  Qualifications/Requirements  • Advanced (Master or PhD) degree with specialization in Statistics, Computer Science, Data Science, Economics, Mathematics, Operations Research or another quantitative field or equivalent.• 7+ years of combined experience in advanced analytics in industry or research. • 3+ years of experience managing a team.• Expert level knowledge of statistical methods and machine learning. Ability to define the direction for a project and select appropriate methods and tools. Up to date knowledge of recent advancements. • Experience with deep learning, including areas different form the computer vision.• Good understanding of reinforcement learning algorithms. • Experience implementing scalable, distributed, and highly available systems using Google Cloud.• Experience with using data visualization tools and techniques to deliver business insights and value.• Deep understanding of algorithmic complexity of model training and testing, particularly for real-time and near real-time models. • Proficient in multiple analytics and programming languages such as R, Python, SAS, Julia, Java, Scala or similar• Experience in data processing using SQL and PySpark.  Desired Characteristics  • Working experience with commercial recommender systems or a lead role in an advanced research recommender system project.• Experience with multi-billion record datasets and leading projects that span the disciplines of data science and data engineering.• Knowledge of enterprise-level digital analytics platforms (e.g. Adobe Analytics, Google Analytics, etc.).• Experience with television ratings and digital measurement tools (Nielsen, Rentrak, ComScore etc.).• Experience building streaming data pipelines using Kafka, Spark or Flink.• Experience with large-scale video assets.• Ability to build trust across the organization and socialize solutions and identified data insights• Pride and ownership in your work and confident representation of your team to other parts of NBCUniversal."
197,Executive,Full-time,"This Jobot Job is hosted by Angela BarfieldAre you a fit? Easy Apply now by clicking the ""Apply"" button and sending us your resume.Salary $150,000 - $200,000A bit about us We have been around for over 10 years and are one of the best funded start ups you will ever have the chance to work with. We work remote- we like our people to like where they live and work. (If you haven't worked remote before, it will change your life).We’re looking for a VP of Data Science to build and lead our data science team and build a data-driven culture, drive strategic initiatives, and build novel data science solutions for our product. Reports to the CTO and collaborates closely with Product, Engineering, and Technology leadership. Scales teams, processes, technology, and culture to meet the growing needs of the business. Provides hands-on mentorship, technical judgment, and leadership. Builds strong relationships and communication across teams, departments, clients, partners, and prospects.What you will be doingLead and build a world class data science team that uses machine learning, predictive analytics, and engineeringScale the organization by attracting top-tier talent while maintaining diversity and cultureBe a technical leader and mentor for the data science team, helping institute best data science and engineering practicesPartner with Product and Engineering leadership to drive a long-term vision for the product while building out a road map of data science development and applicationsLeverage data science, machine learning, and other modeling techniques to improve product features and capabilitiesChampion a data-driven culture across the organization using metrics, tools, and scalable processes for business intelligence and the productWork with Product and Engineering to identify scalable and accessible data sources for analysis and operational usePartner with Engineering to build and manage a scalable data architecture and infrastructure for training and operating machine learning models, running experiments, etcCollaborate cross-functionally to ensure strong relationships with our clients through executive presence and regular communicationAct as an internal and external champion for Data Science via marketing, speaking, and writingMake data science techniques approachable and understandable to non-data scientistsLead and drive a data science culture that inspires and motivates the team to succeedWhat you need to be successful in this positionStrong belief that organizations must be data-driven and doing so means collecting and measuring everythingYou are a world-class data science leader – you’ve been a data scientist and built data science teams 5+ years of experience in attracting, managing, and growing high-performing teams10+ years of experience in data science, machine learning, predictive analytics, and engineering You operate with empathy and strive to cultivate a work environment that is both supportive and challengingYou’re passionate about helping your team develop new skills and advance in their careersPossess strong communication, collaboration, and documentation skillsYou are a lifelong learner and passionate about learning new things and taking on new challengesHighly organized, detail oriented, and able to work autonomously with minimal directionExperienced working remotelyYou are an expert user of Big Data technologies/platforms, statistical platforms and data visualization tools, advanced SQL skills, hands-on experience with machine learning, predictive modeling and statistical analysis techniques What you will get by being successful in this role100% flexible schedule, including working remotely ( that means wherever you want)Unlimited PTOReimbursement for child care and unlimited paid maternity and paternity leave with a commitment to return 2x of the time off401(k) matchCompetitive competitionInterested in hearing more? Easy Apply now by clicking the ""Apply"" button."
198,Entry level,Full-time,"We are looking for a Data Engineer (Data Science) to work on upstream R&D projects closely with a data science team, performing functional prototyping and facilitating the transfer of successful prototypes to production. The primary focus will be on choosing optimal solutions to use for these purposes, then maintaining, implementing, and monitoring them. You will also be responsible for integrating them with the architecture used across the company. You will be joining a growing data science team and will have the unique opportunity to help shape the future.ResponsibilitiesAssemble large, complex data sets that meet functional / non-functional business requirements and develop associated data layer that can easily be consumed by data science applications.Partner with the data science team to prepare structured and unstructured data that they can use for predictive and prescriptive modeling Work with data warehouse architecture team to integrate our warehouse (SQL Server) with big data technologies (e.g. Hadoop)Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure in collaboration with stakeholdersInnovative thinker able to provide an idea and execute it from inception to launchMaintain knowledge of emerging data science technologies Work in a rapid prototyping area where the ability to pivot is a must Required QualificationsQualifications:Minimum of 2 years of experience with big data platforms – HDFS, Hive, LLAP/Impala, and NoSQL technologies (Elasticsearch, MongoDB, HBase, Redis, Etc.)Familiarity building stream-processing systems, using technologies such as Kafka, Storm and Spark-StreamingMinimum of 2 years of experience with analytic programming languages – Python, R, JavaProficiency with relational databases (T-SQL a plus)Proficiency with Linux BASH scriptingFamiliarity with API creation and RESTful servicesPreferred QualificationsProficient with GitHub/Git, or comparable distributed version control systemDocker or container orchestration experience (Kubernetes, Mesos)Experience working with statistics and/or modeling libraries such as Numpy or PandasInterest in learning new technologies and languagesAbility to be resourceful and creative in a fast-paced daily release environmentEducationUndergraduate degree in computer science/software engineering, or equivalent work experience.High School Diploma or GED requiredBenefitsWe are proud to offer a top-tier benefits package, including medical, dental, vision, life and disability insurance, prescription drug coverage, paid parental leave, paid holidays and paid time off (PTO), 401K with company match, employee stock purchase plan, as well as a broad range of career development opportunities.About C.H. RobinsonBecome a part of our team of over 500 talented IT Professionals. Work in collaborative, Agile development environment. Find continuing challenges and work with committed leaders. Stay with us – we’re large enough to build global solutions, but small enough to make real impacts as individuals.C.H. Robinson—accelerating careers with immense opportunities and professional growth within the global supply chain industry. Start here. Accelerate here.Every individual working at C.H. Robinson is integral to the success of our customers and our company. C.H. Robinson is a Fortune 500, global company that values teamwork, initiative, accountability, and integrity from its employees. We work globally and innovate daily to enhance and execute supply chains that move goods around the world. The fast pace of the logistics industry translates into a high-energy and collaborative workplace environment. We are empowered to make decisions, help our customers grow, and accelerate our careers.No matter the product being shipped or from which corner of the globe, C.H. Robinson can help make it happen—quickly, securely, and reliably. Through personal connections and solid relationships, our employees use their in-depth knowledge, robust tools, and global network to help customers reach their goals quickly. Whether shipping by plane, rail, ship, or truck, C.H. Robinson has the knowledge, flexibility, and dedication to deliver the goods that make our world go ‘round.Join the 12,000 employees worldwide who are accelerating their careers at C.H. Robinson.Equal Opportunity EmployerC.H. Robinson - Affirmative Action Employer/EOE/M/F/Disabled/Veteran"
199,Mid-Senior level,Full-time,"Feedzai is the market leader in managing financial risk with AI. Were coding the future of commerce with todays most advanced risk management platform powered by big data and machine learning. Founded and developed by data scientists and aerospace engineers, Feedzai has one mission: to make banking and commerce safe. The worlds largest banks, processors, and retailers use Feedzais fraud prevention and anti-money laundering products to manage risk, while improving customer Experience.The Customer Success team ensures our global customers achieve their business goals using our product. Everything you do matters: all your code, machine learning models, advisory, management, and other actions/roles will have a material impact on the way our clients run their business and how effectively we fight fraud and protect people from wrongdoing. You will be able to interact and meet many people from widely different cultures around the world and understand the business like few others. You will be able to say you protect people on a daily basis. You will be challenged with new technology, new processes, and new mindsets and will be asked to contribute to ensure continuous improvement. Come and change the world with us.You will be managing a distributed team of up to six (6) Data Scientists who are part of our client delivery team. The teams mission is to take on complex fraud detection problems for our enterprise level clients using Feedzais unique product and platform. In addition, the team is tasked with creatively developing and coding innovative data science solutions for our clients that can be generalized as product enhancements. Our client delivery team works with clients all over the USA. Each client project takes between 6 and 12 months to complete. ResponsibilitiesProvide guidance to our Product and Research teams based on insights and models developed for individual clientsOwn the data science relationship with the client for up to 2 client projectsEffectively understand business objectives and communicating data science insights and progress to a non-technical audience Implement Feedzai's machine learning algorithm into our clients data feedsContribute to the team knowledge by keeping up with the state-of-the-art in machine learning applied to our domainsBuild out and manage the new employee experience on this teamConduct the performance management process for this team  QualificationsYou have a PhD, in CS, Physics, Engineering, Stats, or similar technical disciplineYou have experience with a range of statistical and machine learning techniques, ideally via open source libraries and proprietary models.You have experience managing teams You can code proficiently in R/Python and an object-oriented languageYou have experience with big data platforms such as Hadoop, MapReduce, Spark, Hive, and PigYou are comfortable presenting to non-technical customers.Experience with building models for fraudulent financial transactions is highly valued Feedzai is an Equal Opportunity Employer.Feedzai does not accept unsolicited resumes from recruiters or employment agencies. PM19"
200,Internship,Full-time,"MissionSaturn Cloud helps companies perform data science at a new level of scale, with one-click solutions, to solve the world’s hardest problems. Our product is a SaaS platform which equips data science teams with high-leverage automation tools, eliminating hours of traditional, manual work. The platform is user-friendly, scalable and secure.You will be a Data Scientist (internship position) for Saturn Cloud, an exciting new venture founded by the creators of Anaconda, NumPy, and SciPy. The role is features participating in all product activities from inception to delivery, including engaging in discussion with Fortune 1000 customers to understand their needs, working with engineering to build insights, and coordinating with various internal stakeholders to ensure success.ResponsibilitiesWork on high-visibility projects (e.g. price optimization, content marketing, and demand forecasting)Participate in customer engagement, product definition, success metrics, prioritize features, to deliver a polished market-ready productConduct end-to-end analysis that includes data gathering and requirements specification, processing, analysis, and effectively communicate findings and provide key insights/recommendations to various functional leadsOwn cross-functional interactions for your features (across eng/marketing/field/sales)RequirementsDegree or currently pursuing degree in a quantitative discipline (e.g. Operations Research, Statistics, Economics)Proficient knowledge of R or Python, SQLComfortable with quantitative analysis, statistical techniques, data miningGood communicator (written & visual presentation)Strong interpersonal skills and ability to influence othersGreat team playerBenefitsCompetitive salary commensurate with your growing experienceOpportunity for stock options in early-stage venture poised for scaleMedical, dental, vision coverageAwesome coworkersAbout UsOur mission is to transform the businesses of our customers by making data science faster. Founded by the creators of Anaconda, NumPy and SciPy, Saturn provides a powerful data science platform for teams to build and manage data products. Our clients boast accelerated value creation cycles with Saturn by automating key elements of their analytics workflows and reaching new levels of productivity. We make data scientists happier and their businesses more successful. For more information, visit www.saturncloud.io"
201,Mid-Senior level,Full-time,"Entytle’s cloud-based software creates highly qualified opportunities for the aftermarket business, driving top-line growth, improved sales cycle time and predictable revenue. With Entytle, aftermarket sales teams have actionable and timely insights into customers’ needs and can close more sales in less time.How? Our Aftermarket Engagement Platform aggregates and enriches customer data, analyzes customer history and behavior using sophisticated machine learning and statistical analysis, and surfaces actionable customer insights to drive aftermarket revenue growth.Entytle is a 2016 Red Herring - North America Top 100 Company. The company has funding from Accel Partners, is based in Austin, TX and is hiring awesome, entrepreneurial employees to join the rapidly growing team.MissionLead the data science team in delivering innovative but pragmatic solutions to help our customers drive aftermarket salesOutcomesWork collaboratively with Entytle stakeholders to identify key questions that need to be addressed and then leverage the data science team to deliver required capabilitiesDesign, architect and deliver a well-structured data science platform for research and execution of data and analytics projectsCreate and maintain an efficient and effective Data Science TeamPosition DescriptionThe position reports to the VP of Analytics. You will lead the vision, design and development of Entytle’s data science solutions. You will work with other data scientists, engineers and product managers leading the development of innovative data science models (e.g. AI, ML) in support of our installed base sales automation application. Your communication skills will allow you to work closely with our manufacturing-based customers. You will use your agile experience to work with our geographically dispersed teams.ResponsibilitiesMeet with external customers and experts to understand business challenges and propose new modeling and algorithmic solutions that leverage the latest in statistical and machine learning techniques.Study data sources and find insights/correlation to investigate how data science can be used to solve existing and new business challenges.Apply statistical analysis and modeling techniques on small and large datasets to solve specific business problems in the installed base sales automation domain.Provide strategic leadership in selection of platform, tools, techniques and processes in the practice of Data Science discipline.Work collaboratively with your data science team, engineers, developers and product management to translate business requirements into technical requirements that can be addressed with statistical and machine learning techniques.Provide mentorship to other Data Scientists on your team.Own and drive contemporary best practices in applying and deploying data science at scale.CompetenciesStrong sense of and an ability to cultivate an environment of teamwork, and a willingness to help others.Ability to effectively communicate technical concepts to both technical and non-technical staff members and customers.Proficiency in data analysis and programming languages such as SQL, Python, and R.4-8 years hands-on experience in machine learning, statistics or experiment design.Master’s Degree required (PhD would be a plus) in Statistics, Mathematics, Econometrics, Operations Research, Computer Science, Physics or a related field with focus on data analysis.Expertise in machine learning, statistics, data analysis. Must have an excellent knowledge of advanced methods, and experience in applying those methods to a variety of problems.Solid grasp of probability, statistical or mathematical modeling with analytical and quantitative problem-solving ability. Experience with time-series analysis would be a plus.Demonstrated experience in applying machine learning to real-world problemsMust have delivered data science components as part of a commercial solution at scale.Familiarity with software development cycles, source control systems (including Git), databases, and cloud computing platforms such as AWS.Knowledge of large equipment manufacturing, installed base sales, recurring revenue, and equipment service would be a plus."
202,Internship,Internship,"Organization Description AutoGrid?s mission is to organize the exponentially increasing amount of energy data produced from a networked and automated grid and make it useful and actionable for electricity generators and providers, grid operators, and electricity users. With deployments of smart meters, distributed generation, and other building and grid sensing technologies now reaching critical mass, all participants in the electricity supply chain find themselves having to process and analyze thousands of times more data than they?ve had before. Most organizations that produce or consume electricity have yet to take advantage of this information to improve their decision-making processes and lower their costs. AutoGrid enables Utilities, Electricity Service Providers, Grid Operators, DR Aggregators, and End-Users to precisely forecast, monitor and control power consumption securely and in real-time, maximizing the value of existing assets with Software Defined Power Plants. Job Description AutoGrid is seeking Data Science Interns for Summer 2018. We are a rapidly growing company with significant market traction and a large pipeline of diverse opportunities. As such the role will be dynamic and varied, requiring a versatile self-starter willing to dive in to multiple initiatives. Over 10 weeks the intern can expect to become deeply involved in implementing user features and analytics models that will run in production. Our goal is to give the intern exposure to a range of data science techniques and current big data technologies, through the experience of applying them to the energy industry. This role will provide an excellent opportunity to implement features that run in production, at scale. Qualifications Experience in one or more of the following: PythonStream processing frameworksSQLBig Data analyticsAlgorithms in machine learning and econometrics: eg. random forest, SVR, ARIMAExperience in energy and electric utilities is a plus"
203,Internship,Full-time,"JMA is currently seeking a Data Scientist Intern to join the Business Analytics Team in our San Francisco office. Our team is tasked with absorbing millions of rows of data from various of sources, organizing them, visualizing them, and analyzing them to help inform decision-making and investment strategies. You will be tasked with transforming complex and not always structured data sets into actionable insight for our acquisitions team. We want you to use that intuition you’ve developed (both in business and real life) to use the data we have on hand to find opportunities for growth and to develop insights that help the organization meet its investment goals, improve its performance, and positively impact the bottom line in the real estate market.Once you’re here, you’ll help engineer, analyze, and report on data to improve and streamline the due diligence process. Your work will provide digestible insights for acquisition leaders and JMA executives.What You Will DoBuild price prediction models for property value growthBuild cost prediction models for real estate developmentCollaborate with acquisitions and asset management teams to integrate your model outputsAs an early member, help set the culture, processes and tools of the data science teamWhat We Are Looking ForEducation and Prior ExperienceBS/BA required. Enrolled in a graduate program of study as a full-time studentExperience through thesis research, internships, or work experience in a science, technology, engineering or mathematics (STEM) related field, such as:Computational social scienceComputer scienceData analyticsEconomicsEngineeringGeospatial analysisMathematicsOperations researchPhysicsQuantitative financeStatisticsPrevious experience in quantitative fields including predictive modeling, statistics, financeSome experience in real estate is preferred, but not necessaryTechnical SkillsStrong quantitative, analytical, and problem-solving skillsStrong proficiency in Microsoft Excel, database management, VBA, AWS, SQLStrong proficiency in R or PythonFamiliar with GIS software and location-based data setsPersonal SkillsAbility to think and act independently to assess and prioritize new opportunities and present findings to acquisition and senior management teamsDemonstrated ability to lead and complete predictive modeling and data science related projectsSelf-starter and strong work ethic with willingness to work in a demanding, highly focused, and collaborative environmentPragmatic and gets things doneRequired EducationMaster’s educationRequired ExperienceMachine Learning, Statistics, Predictive Modeling: 1 yearWho We AreJMA is a full-service investment and development firm focusing on real estate and leisure-lifestyle assets. We work on every project scope from concept and entitlement through completion and operation. Our portfolio includes landmark properties that span hospitality, resort, destination, residential, retail, office and commercial developments. We believe their success is founded on our team’s keen understanding of the user experience and a deep knowledge of trends, tastes and desires that drive the creation of truly unique places. As a company and as members of the communities we build in, we have a firm commitment to sustainability and a responsibility to better the neighborhoods we work in – both environmentally and economically."
204,Internship,Full-time,"Worker Sub-TypeStudent (Fixed Term)Job DescriptionTHE POSITIONCylance is seeking Data Science interns who will work with machine learning at the heart of its products during the Summer of 2019. Prior experience in security is a plus, but not necessary; the right candidate will be able to gain domain expertise during the internship, surrounded by some of the computer security industry’s leading minds.At Cylance, we develop state-of-the-art machine learning techniques to solve long-standing problems in computer security. We discover novel ML techniques and applications, build systems to handle petabytes of ludicrously high dimensional data, and protect people from bad guys. We protect millions of computers from security threats, and as an intern here, you’ll do real, meaningful research. Previous interns have seen their work directly impact our products, have published papers based on their research at Cylance, or have been inventor on a patent application related to their work.The Data Science team is a critical, highly visible, and high-impact team within the company. The team brings together experts from machine learning, stats, computer science, computer security, and various applied sciences, with backgrounds including deep learning, Bayesian statistics, time-series modeling, topology, scalable data processing, and software engineering.What You Will DoApply, improve, and invent machine learning techniques to solve important problems in computer securityWrite maintainable, readable code for running experiments and proofs-of-conceptsWork with very large datasets, often with millions of dimensionsCollaborate closely with other data scientists and security expertsWho We Are Looking ForCurrent PhD and Master’s students studying machine learning, statistics, or related fields; PhD students are strongly preferredStrong math skills in general, especially linear algebra and statisticsExperience with PythonExcellent communication skills, clearly conveying ideas to others in speech and in writingKindness, and a deep willingness to help and collaborate with othersABOVE AND BEYONDIndustry experienceExperience working with the following:Python, and libraries like sklearn, numpy, scipy, pytorch, and tensorflow.Various other languages, including Scala, C/C++, C#, Java, and x86 assembly.GitSparkVarious AWS services, like EC2 and S3What We Need From You To ApplyCurrent resumeCover letter/summary expressing:Why you are interested in working at CylanceThe skills, strengths and expertise you will contribute to our diverse team of extraordinary talent and humble heartsJob Family Group NameBusiness Practices & OperationsScheduled Weekly Hours40"
205,Not Applicable,Full-time,"Job DescriptionNovelis manufacturing processes produce the operational run-time data for each coil across 15+ machine centers in various plant throughout the globe. To standardize Machine Learning models across various plants, we plan to build a Data Science platform with common set of libraries of routines. We also plan to build a common library of features used in our models allowing faster go-to-market of the new models.The Data Science Intern will help develop routines using Object Oriented Python classes and methods. Key Learnings  The Data Science Intern will learn the existing models developed by the Digital group and will help standardize those using Pipelines.  The Data Science Intern will learn/understand the manufacturing process and understand common data manipulation tasks.  The Data Science Intern will understand software development lifecycle and work in a professional environment.  The Data Science Intern may help develop a library containing all the features currently engineered. Qualifications Either have completed Masters in Software Engineering/Data Science or currently enrolled in a program  A proficient understanding of Python based Object Oriented Programming  Experience with software and model engineering concepts such as versioning, model deployment and model retraining etc.  Hands on experience with such Python libraries as Scikit-Learn, Unittest and Pytest, Flask and MLFlow  Understanding of git workflow and CI/CD.  Experience in Collaborative and Iterative Development  Desire for continuous development and learning opportunities  Strong analytical, organizational, presentation, and time management skills Minimum Experience LevelReport toScientist"
206,Internship,Internship,"Facility: Butterworth Hospital - GRAND RAPIDS, MIDepartment: Bioinformatics CoreCategory: OtherClassification: Temporary Full-time or Part-time no Benefits (C2)Working as embedded technical expert as part of an integrated cross-functional team, the Data Sciences Intern will help to develop and maintains database solutions for research. Performs support tasks for department, as directed, and maintains clear and appropriate documentation. Acts as a team member and assists the team in improving processes.Basic Qualifications:Qualifications: Currently enrolled in a Master’s degree in a data science or a related field.*Preferred Qualifications: *Skills: Familiarity with relational database management (preferred)Experienced data handling skills with SQL, R, or Python (preferred)Familiarity with data visualization tools such as Tableau or R/Shiny (preferred)Spectrum Health grants equal employment opportunity to all qualified persons without regard to race, color, national origin, sex, disability, age, religion, genetic information, marital status, height, weight, sexual orientation, veteran status, or any other legally protected category."
207,Entry level,Full-time,"SummaryThe Data Science Specialist will be part of a data science or cross-disciplinary team on development projects, typically involving large, complex data sets. This team includes statisticians, computer scientists, software developers, engineers, product managers, technicians and end users, working in concert with partners in Makino business units. Potential application areas include collected data analysis and diagnostics across multiple metal cutting machine platforms.Essential Duties And Responsibilities Develop analytics within well-defined projects to address customer needs and opportunities. Work alongside software developers and software engineers to translate algorithms into commercially viable products and services. Contribute to technical discussions and reviews as an expert in related areas of responsibility. Maintain state-of-the-art knowledge in related areas of responsibility. Communicate ideas, plans and results effectively via presentations and written reports. Generate reports, annotated code, and other projects artifacts to document, archive, and communicate your work and outcomes. Work with data engineers on data quality assessment, data cleansing and data analytics. Work effectively with peers, management, operations groups, and outside organizations. Work in technical teams in development, deployment, and application of applied analytics, predictive analytics, and prescriptive analytics. Perform exploratory and targeted data analyses using descriptive statistics and other methods. Share and discuss findings with team members. Physical Demands: The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. The physical demands include travel, typing, writing, light lifting, etc. More than 40 hours per week is often required to effectively perform this job including infrequent weekend travel/working requirements.Work Environment: Most of the work will be in an office environment with occasional overnight travel to other Makino facilities or manufacturing environments containing Makino equipment. Overnight travel is expected to be less than 20%.Required SkillsEducation and/or Experience: Master’s Degree in Electrical, Mechanical, Mathematics, Aerospace Engineering or Computer Science with demonstrated research capability or equivalent experience. Demonstrated skill in the use of one or more analytic software tools or languages (e.g., SAS, SPSS, R, Python, Matlab)  Strong background in diagnosis, prognosis and control systems analysis and synthesis. Background/familiarity/experience with metal cutting technologies Experience with multiple statistical programming languages such as Python, R, SAS etc. Database query programs (SQL, Experience with Pivotal, Postgres) Experience with Github Basic understanding of statistics and predictive algorithms. Background in Multivariate Calculus and Machine Learning. Experience with Data visualization and communication. Domain knowledge in Compute, Database, Network, and Storage Experience in IT Service Management environments. Strong background in diagnosis, prognosis and fault-tolerant control systems analysis and synthesis. Strong background in system diagnosis and prognosis algorithms development and integration. Effective verbal and written communication skills. Excellent interpersonal skills to work effectively with Makino internal and external customers."
208,Internship,Internship,"At Carta, we design products that transform the way hospitals use data to deliver care. We make analyzing data fast, easy, and useful for everyone. We're looking for Data Scientists skilled at rapid iteration and excited about solving problems that can save lives. This is a startup role, where we will ask you to wear many hats and solve many different types of problems.Best of all, when we say Data Science Internship, we mean Data Science internship--no grunt work, no code cleanup, no bug fixes. Like kaggle, you'll be solving incredibly interesting Data Science puzzles but, unlike kaggle, every puzzle you solve will measurably help save people's lives and save our healthcare system. We'll give you a unique experience to see how far you can push your Data Science skills that you won't be able to find anywhere else.You love solving complex engineering problems, by creating beautiful, and well-tested algorithms. You're a positive individual who leads by example, drives conceptual thinking, and brings a curiosity and experimental approach to solving engineering challenges. You enjoy building new features and writing elegant code. If this describes you--you belong at Carta.We have open positions in Fall and Winter and we will be reaching out to you in July regarding this role.Excited to talk to you!"
