,Level,Type_of_Job,Description
178,Director,Full-time,"Theatro continues to grow and is looking for qualified candidates to join our Team.We are seeking an energetic and experienced Director of Data Science who can lead our Data engineers and scientists to build our Data analytics platform.Theatro is a fast paced, technology start-up pioneering voice-controlled enterprise wearable computers that revolutionize indoor communications and dramatically increases hourly worker productivity. Our “Heads-Up and Hands Free” solution delivered over corporate Wi-Fi is transforming the way leading retail enterprises manage their store operations.Check us out at www.theatro.com.Responsibilities:Lead Theatro’s data analytics vision and data productsBuild scalable Data Lake and Data WarehouseEnsure access to high quality data and consistent metricsAbility to design analytics and data governance frameworks. Familiarity with Apache Kafka, Spark, Hadoop, Python and other data analytics software toolsWork with stakeholders and customers to identify opportunities for leveraging data to drive business solutionsLead the team to undertake preprocessing of structured and unstructured dataDesign and Build data visualization techniquesLead and drive the technology vision and architecture roadmap for the Data AnalyticsUnderstand broadly the various kind of analytics and taking a concept and building it into a productQualifications:BS,M.S or Ph.D. degree in Computer Science, Machine Learning or other quantitative discipline5+ years’ experience building data products including structure and un-structured data5+ years’ experience managing data scientistsStrong analytical problem-solving acumenExperience working on Big Data Analytics ArchitectureStrong experience in data science and analytics"
179,Entry level,Part-time,"About UsJust as the field of Data Science is growing and ever-changing, so is our team: we’re on the hunt for talented instructors who are passionate about what they do and want to make a difference in the education of the world’s up-and-coming data scientists — our students.The NYC Data Science Academy prides itself on housing the most comprehensive 12-week intensive boot camp in data science methodologies, providing theoretical, practical, and hands-on knowledge to our scholars. We nurture top talents in the industrial & academic world into industry-ready data scientists, by equipping them with knowledge, technical skills, and insights aiming at maximal impacts to the business world. We adapt faster than the quickest machine learning algorithms out there — with content that reflects research and application in the growing industry and teaching expertise which goes beyond extraordinary.That’s where you come in.From our part-time weekend/evening classes to our part-time online and full-time in-person boot camps, our courses are both designed in-house and taught by our robust team of data scientists and engineers. Instructors have the opportunity of taking part in corporate training and consulting client projects, building both data science and big data solutions. We encourage collaboration and positive change in not only our students and clients but also in our team. Nerding out is also highly encouraged.ResponsibilitiesTrain in-person or online boot camp students, the next generation of data scientists, on a wide range of topics ranging from statistics, probability, SQL, R/python coding, data analysis, machine learning, deep learning, and big data, etc. Topics in Big Data to include:Hadoop and MapReduce, HDFS, HiveApache HiveSparkSpark SQLSpark Machine LearningDockerDevelop, evaluate, and maintain cutting-edge technical content for training experiences relevant to audiences with a diverse set of educational backgrounds and industry experience.Tailoring teaching content for both corporate and client training.Guide and mentor our students inside and outside of the classroom for their industry-ready projects. Help to orient our students’ learning toward the target industries.Lead by example as a data scientist, to be an excellent role model for our industry-ready students. Cooperate with marketing/admission teams by participating in the student enrollment/admission procedure and by developing relevant content for them.Participate in periodic training workshops to sharpen the relevant skill-sets.About YouMinimum of a Master’s Degree in a Quantitative Science, Technology, Engineering, or Mathematics-related field; Computer Science and Statistics preferred.Proficiency in statistical computing/machine learning and/or programming in R and/or Python.Experience/extensive knowledge in R or Python data analysis.Teaching experience in undergraduate or graduate level coursework in STEM required.Demonstrated experience/knowledge of Statistics and Machine Learning from both theoretical and applied perspectives.Experience in developing a curriculum or providing training in a client-facing endeavor.A good sense of the relevance of academic data science to industrial applications.Forward thinking with a strong growth mentality, i.e. constantly strengthening yourself on all fronts relevant to the growth of our school.Passionate about teaching and helping your students succeed in their careers.A team player who can multitask if necessary and can step up to new challenges in a growing company.PerksCompetitive salary, adjustable hours, and flexible vacation policy.Benefits include 401k retirement plan and medical, dental, vision insurances.Opportunity to train, research, and learn in the field of data science on-the-job; a chance to interact with active data science communities through conferences, Meetup events, etc.Completely stocked snack pantry.High-quality computational equipment."
180,Not Applicable,Full-time,"Minimum Qualifications Master's degree in Operations Research, Industrial Engineering, Statistics, related field, or equivalent practical experience.2 years of relevant work experience (e.g., as a data scientist) or equivalent. Analytical engagements outside class work while at school can be included. Experience with statistical software (e.g., R, Python) and database languages (e.g., SQL) Preferred Qualifications PhD in Operations Research, Industrial Engineering, Statistics or related field. 4 years of relevant work experience (e.g., as a data scientist), including experience applying advanced analytics to planning and infrastructure problems. Experience designing and building statistical forecasting models. Experience designing and building machine learning models. Excellent problem-framing, problem-solving and project management skills. Excellent customer service and team collaboration skills. About The JobAt Google, data drives all of our decision-making. Data Scientists work all across the organization to help shape Google's business and technical strategies by processing, analyzing and interpreting huge data sets. Using analytical rigor and statistical methods, you mine through data to identify opportunities for Google and our clients to operate more efficiently, from enhancing advertising efficacy to network infrastructure optimization to studying user behavior. As an analyst, you do more than just crunch the numbers. You work with Engineers, Product Managers, Sales Associates and Marketing teams to adjust Google's practices according to your findings. Identifying the problem is only half the job; you also figure out the solution.As a member of the Operations Data Science team, you will apply operations research and statistical methods to solve challenges related to compute, storage, network, and datacenter capacity for both Google’s internal services and Google Cloud Platform. You will work broadly across Google’s Platforms Engineering, Systems Infrastructure, and Site Reliability Engineering teams to optimize our deployment of resources and drive innovation in our software stack, allowing for efficient use of resources.As a Data Scientist, you will think critically and strategically about Google’s cloud as a technology, a business, and as an operation. You will be comfortable discussing total cost of management with hardware engineers, resource optimization with software engineers, or reviewing fleet plans and deployment policies with operations executives, all based upon the analytical models that you will be developing.Behind everything our users see online is the architecture built by the Technical Infrastructure team to keep it running. From developing and maintaining our data centers to building the next generation of Google platforms, we make Google's product portfolio possible. We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them. We're always on call to keep our networks up and running, ensuring our users have the best and fastest experience possible.Responsibilities Lead projects with hands-on analysis and modeling, drawing from multiple of analytical methods to choose the right tool and right level of complexity appropriate for the business challenges. Engage broadly with the organization to identify, prioritize, frame, and structure complex and ambiguous challenges, where advanced analytics projects or tools can have the biggest impact. Identify and communicate the challenges and opportunities that the group should be working on. Help define the analytical direction and influence the direction of the associated engineering and infrastructure work. Articulate business questions and use mathematical techniques to arrive at an answer using data. Translate analysis results into business recommendations. At Google, we don’t just accept difference—we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form ."
181,Not Applicable,Full-time,"Minimum Qualifications Bachelor's degree in a quantitative discipline or equivalent practical experience. 4 years of relevant work experience involving quantitative data analysis Experience with statistical software (e.g., R, Python) and database languages (e.g., SQL). Preferred Qualifications Master's degree or higher in a quantitative discipline (e.g., Statistics, Computer Science, Math, Engineering) or equivalent practical experience Strong knowledge and hands-on experience with both supervised and unsupervised learning (e.g. time series forecasting, clustering, classificaiton) and/or Big Data techniques (Spark, Pig, Hive) is a big plus. Demonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment Effective communication (written and verbal) to translate technical solutions and methodologies to senior leadership About The JobAt Google, data drives all of our decision making. The Finance Business Intelligence and Analytics team combines business acumen, technology and innovation to organize data, enable insights and create a data driven and efficient Finance organization. You will have a unique opportunity to gain perspectives on Google’s core businesses, services and the ecosystems that they operate within.As a Data Science Specialist, you will work on strategic business challenges across multiple business areas (ex. Ads, YouTube, Search, Play, etc.) through the lens of monetization. You will collaborate with data engineers, analysts and PMs to create an end-to-end data solutions to enable our finance partners to make informed decisions, manage risks and opportunities. You will demonstrate statistical and machine learning experience and an understanding of our business models to tackle complex data problems.The name Google came from ""googol,"" a mathematical term for the number 1 followed by 100 zeros. And nobody at Google loves big numbers like the Finance team when providing in depth analysis on all manner of strategic decisions across Google products. From developing forward-thinking analysis to generating management reports to scaling our automated financial processes, the Finance organization is an important partner and advisor to the business.Responsibilities Partner with Finance leadership and their teams to understand business context and identify science solutions. Apply statistical and machine learning methods to solve large scale problems, including the full modeling lifecycle (e.g. data manipulation, building and evaluating models, interpreting results, transitioning solutions to production, performance monitoring, recalibrating models, etc.) Create data visualization to summarize the modeling insights and communicate them to internal team members and business stakeholders Continue to widen and deepen data science and engineering skill sets Coach junior members and share knowledge with the broader team At Google, we don’t just accept difference—we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form ."
182,Entry level,Full-time,"Title: Analyst, Data ScienceLocation: New York CitySummaryJ.Crew's Data Science team is responsible for leveraging vast amounts of data to better understand and predict customer behavior that in turn helps improve customer experience and inform business decisions. In this capacity, our team works across the organization to represent the customer's point of view on matters involving marketing, merchandising, planning, capital investments, budgeting, and other financial decisions. The Analyst position is primarily responsible for managing, accessing, and analyzing large amounts of data for routine reporting and ad hoc projects.The Ideal Candidate Is Analytical and curious, especially about how numbers can define company strategy Extremely detail oriented An excellent communicator with little fear of asking questions and seeking the answers Comfortable with managing tasks efficiently through to completion A high-energy, results oriented individual Eager to develop both analytical and technical skills required to effectively analyze large data setsResponsibilities Include Pull large sets of customer data from J.Crew's customer database; audit the quality of this data against other sources of data Maintain regular reports, like customer dashboards Field requests from all functional business areas Support team projects, like customer lifetime value calculations and developing forecasts Liaison with our marketing database provider to ensure data is being processed correctly, data feeds contain all necessary information, and manage any changes or updates to the current database to support the growing businessQualifications 1-2 years of experience showcasing strong analytical skills; experience with customer analytics or web analytics preferred BS/BA degree or equivalent combination of education and experience sufficient to successfully perform essential functions of the job Ability to pull and analyze large data sets. Proficiency with SQL, R, Python, Big Data Tools like Hive and SPARK.J.Crew Group, Inc. is an Equal Employment Opportunity (EEO) EmployerWe are committed to affirmatively providing equal opportunity to all associates and qualified applicants without regard to race, color, ancestry, national origin, religion, sex, marital status, age, sexual orientation, gender identity or expression, legally protected physical or mental disability or any other basis protected under applicable law."
183,Entry level,Full-time,"SummaryThe Data Science Specialist will be part of a data science or cross-disciplinary team on development projects, typically involving large, complex data sets. This team includes statisticians, computer scientists, software developers, engineers, product managers, technicians and end users, working in concert with partners in Makino business units. Potential application areas include collected data analysis and diagnostics across multiple metal cutting machine platforms.Essential Duties And Responsibilities Develop analytics within well-defined projects to address customer needs and opportunities. Work alongside software developers and software engineers to translate algorithms into commercially viable products and services. Contribute to technical discussions and reviews as an expert in related areas of responsibility. Maintain state-of-the-art knowledge in related areas of responsibility. Communicate ideas, plans and results effectively via presentations and written reports. Generate reports, annotated code, and other projects artifacts to document, archive, and communicate your work and outcomes. Work with data engineers on data quality assessment, data cleansing and data analytics. Work effectively with peers, management, operations groups, and outside organizations. Work in technical teams in development, deployment, and application of applied analytics, predictive analytics, and prescriptive analytics. Perform exploratory and targeted data analyses using descriptive statistics and other methods. Share and discuss findings with team members. Physical Demands: The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. The physical demands include travel, typing, writing, light lifting, etc. More than 40 hours per week is often required to effectively perform this job including infrequent weekend travel/working requirements.Work Environment: Most of the work will be in an office environment with occasional overnight travel to other Makino facilities or manufacturing environments containing Makino equipment. Overnight travel is expected to be less than 20%.Required SkillsEducation and/or Experience: Master’s Degree in Electrical, Mechanical, Mathematics, Aerospace Engineering or Computer Science with demonstrated research capability or equivalent experience. Demonstrated skill in the use of one or more analytic software tools or languages (e.g., SAS, SPSS, R, Python, Matlab)  Strong background in diagnosis, prognosis and control systems analysis and synthesis. Background/familiarity/experience with metal cutting technologies Experience with multiple statistical programming languages such as Python, R, SAS etc. Database query programs (SQL, Experience with Pivotal, Postgres) Experience with Github Basic understanding of statistics and predictive algorithms. Background in Multivariate Calculus and Machine Learning. Experience with Data visualization and communication. Domain knowledge in Compute, Database, Network, and Storage Experience in IT Service Management environments. Strong background in diagnosis, prognosis and fault-tolerant control systems analysis and synthesis. Strong background in system diagnosis and prognosis algorithms development and integration. Effective verbal and written communication skills. Excellent interpersonal skills to work effectively with Makino internal and external customers."
184,Director,Full-time,"Ready to take your career to the next level?﻿Kenshoo is uniquely positioned as the global leader in digital marketing software solutions, we offer native API solutions and advanced technology to market and advertise across these properties: Facebook, Instagram, Google, Amazon, Apple, Facebook, Bing, Yahoo, Pinterest and more. Brands, agencies and developers use Kenshoo to automate and optimize their marketing investments. We're proud of our industry-leading digital marketing software but we're even prouder of the people behind it. That's where you come in!About the Job:Kenshoo In-Market Data Science team is hiring a Director of Science for the San Francisco office to lead the In-Market Data Science team and integrate deeply with C-level business leadership as a trusted and influential contributor. The role of the Analytics team is to empower customers to leverage Kenshoo's suite of algorithmic products such as bid optimizers and to demonstrate and test the value of these algorithmic products internally and externally.The ideal candidate will be a proven leader, with deep analysis skills as well as programming skills and an exemplary understanding of statistics and hypothesis testing. They will demonstrate an intuitive and visionary understanding of digital marketing, a strong grasp of business models and statistics, excellent analytical and problem solving skills and the ability to coherently describe complex mathematical concepts to a layperson audience.The candidate should demonstrate a consultative approach to addressing internal and client needs and be an inspiring leader and mentor to the In-Market team of Data Scientists.  What are we looking for:A Data Science lead with a strong academic foundation, deep technological skills, and business/client facing focus.A Data science evangelist with a passion for creating and delivering AI/ML based solutions to drive business success. They should have Client facing experience and strong presentation skills.   A leader, people manager that can shape and define the strategy for enabling our clients get the most of the solutions we provide.What you will do:Be a leader and source of knowledge for the data scientist, to support and deliver AI/ML based products.Work with clients to test optimization strategies.Work with clients to develop innovative solutions and proofs of concept.Work with R&D and Product Engineering teams to build AI/ML based products.Foster Data driven methodology and practice within the company.Integrate deeply with C-level business leadership as a trusted and influential contributor to data-driven decision making, ensuring maximum impact of Data Science outputs. Requirements:PhD/MS in computer science, machine learning, statistics, applied mathematics, physics, or other scientific or computational disciplines.10+ years of relevant experience, with at least 3+ years in people management. Proven expertise developing and productizing algorithms for solving diverse business challenges and creating significant value, experience with Deep learning/ Machine learning is a must.A proven track record of leveraging data to drive business results.Leadership skills and experience in building and maintaining a high performing, customer-focused, and fun team-culture.Skill at building relationships across the organization and becoming a trusted, sought-after partner.Talent in analytical storytelling with exceptional ability to convey complex analytical results to business stakeholders in relevant and accessible language.Experience with Agile/iterative process in the context of research and analytics.Experience in the digital marketing world - a big advantage.Equal Employment Opportunity:Kenshoo, Inc. is an equal opportunity employer. We strongly encourage and seek applications from women, people of color, and bilingual and bicultural individuals, as well as members of the lesbian, gay, bisexual, and transgender communities. Applicants shall not be discriminated against because of race, religion, sex, national origin, ethnicity, age, disability, political affiliation, sexual orientation, gender identity, color, marital status, or medical condition including acquired immune deficiency syndrome (AIDS) and AIDS-related conditions. Also pursuant to the San Francisco Fair Chance Ordinance, we encourage and will consider for employment qualified applicants with arrest and conviction records. Applicants with Disabilities: Reasonable accommodation will be made so that qualified disabled applicants may participate in the application process. Please advise in writing of special needs at the time of application."
185,Mid-Senior level,Contract,"Position :Data Science Location : Chicago, IL Duration : Full time   Skills: Excellent knowledge of NLP and ML alogrithms. Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc Experience with common data science toolkits, such as R, Weka, NumPy, MatLab, etc {{depending on specific project requirements}}. Excellence in at least one of these is highly desirable Great communication skills Experience with data visualization tools, such as D3.js, GGplot, etc. Proficiency in using query languages such as SQL, Hive, Pig {{actual list depends on what you are currently using in your company}} Experience with NoSQL databases, such as MongoDB, Cassandra, HBase {{depending on project needs}} Good applied statistics skills, such as distributions, statistical testing, regression, etc. Qualification: B.TECH (Computer Science Engineering/ IT)/ MCA"
186,Mid-Senior level,Full-time,"As the Director of Data Science for our growing SaaS organization, you will have the opportunity to build a mixed on- and off-shore team of talented Data Scientists, Analyst, and Engineers to transform our Data Science practice. We are looking for an individual with strong rationality in technology within data science who can scale our enterprise practice.  You’re not afraid to roll up your sleeves and get your hands dirty, managing key stakeholders uninhibited by ego or hierarchy. Responsibilities Hiring and mentoring – Build and grow data science division Ownership – Deliver methodology and prototypes for solving hard, open-ended problems on cybersecurity and risk modeling Organization & Execution – Work with engineering and product management to deliver business value cross-functionally in the product organization Build organizational model of data science based on revenue and trajectory analytics   Skills Proven experience growing data science teams for leading technology companies Strong background in Big Data, Hadoop, EMR and/or Complex Data Ingestion Strategic thought leader with strong organizational instincts Intellectual curiosity, willingness to learn new skills, and ability to contribute ideas Excited by analytical problems and new challenges Excellent communication and presentation skills   Qualifications Master’s Degree in Computer Science, Mathematics, Statistics or related field, or equivalent technical experience 2+ years of growing and mentoring top talent in data science in technology companies 5+ years of experience as a Data Scientist delivering insights to power business stakeholders to make better decisions Knowledge of big data platforms and tools like Apache Spark Deep knowledge of data pipelines, APIs and data modeling"
187,Director,Full-time,"Time Saver:  You must have 5+ years of recent strategic consulting experience working for a mid - large size IT consulting firm focused on C suite services to qualify for this role. (Slalom, Deloitte, Accenture are type examples).    Company is a growing high value management consulting firm to 75+ of the the most impactful F500 firms, servicing CIOs and teams from strategy and planning through execution and delivery.  Increasingly, clients they service are seeking to explore and optimize the business by embracing AI, ML and Data Science as a holistic solution. This role will be very client facing, working primarily CIO, CTO and other executive teams supporting enterprise wide initiatives.   As the Director, Data Science, the professional in this role will also be responsible for mentoring Data Engineers, Information Analysts and Information Architects, assisting junior consultants as they learn more about the tools, techniques and business outcomes that data science can enable. The ability to effectively manage talent and create an engaged, high-performing team environment is extremely important to achieving success in this role   The Director, Data Science will be required to reside in one of 6 cities and will travel based on client needs.   Qualified candidates will have:   A degree in computer science, MIS, mathematics or statistics. Strong verbal and written communication skills experienced with business case creation and proofs of concept. 5+ years of F500 C level facing professional services experience. Some experience with oral presentations and competitive positioning.  8+ years of progressive experience in data science methods and analytics consulting, or 15+ years of combined experience in data warehousing, data architecture and information management projects involving analytics. Demonstrated ability to deliver data science solutions for clients (end-to-end design and delivery of significant data science project work). Professional experience applying advanced analytics and data mining techniques to enable decision support systems and customer strategies. Proven data engineering or data visualization experience with large and/or complex data environments. Advanced understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests and Neural Networks. Experience with commonly used data science toolkits, such as Python, SAS, R, Weka, NumPy or MatLab. Experience working with data visualization tools, such as D3.js and GGplot. Proficient skills using query languages, such as MongoDB, Cassandra and HBase. Strong applied statistics skills. High intellectual curiosity with the desire to identify potential use cases for predictive analytics. Experience creating impactful models and algorithms for multiple functional areas (e.g., risk management, customer insights, real-time decision support, etc.). Expert understanding of industry trends for consumer insights analytics. Ability to understand and apply trends in research and analytics, and to apply learning, insights and recommendations to drive critical objectives."
188,Director,Full-time,"Time Saver:  You must have 5+ years of recent strategic consulting experience working for a mid - large size IT consulting firm focused on C suite services to qualify for this role. (Slalom, Deloitte, Accenture are type examples).    Company is a growing high value management consulting firm to 75+ of the the most impactful F500 firms, servicing CIOs and teams from strategy and planning through execution and delivery.  Increasingly, clients they service are seeking to explore and optimize the business by embracing AI, ML and Data Science as a holistic solution. This role will be very client facing, working primarily CIO, CTO and other executive teams supporting enterprise wide initiatives.   As the Director, Data Science, the professional in this role will also be responsible for mentoring Data Engineers, Information Analysts and Information Architects, assisting junior consultants as they learn more about the tools, techniques and business outcomes that data science can enable. The ability to effectively manage talent and create an engaged, high-performing team environment is extremely important to achieving success in this role   The Director, Data Science will be required to reside in one of 6 cities and will travel based on client needs.   Qualified candidates will have:   A degree in computer science, MIS, mathematics or statistics. Strong verbal and written communication skills experienced with business case creation and proofs of concept. 5+ years of F500 C level facing professional services experience. Some experience with oral presentations and competitive positioning.  8+ years of progressive experience in data science methods and analytics consulting, or 15+ years of combined experience in data warehousing, data architecture and information management projects involving analytics. Demonstrated ability to deliver data science solutions for clients (end-to-end design and delivery of significant data science project work). Professional experience applying advanced analytics and data mining techniques to enable decision support systems and customer strategies. Proven data engineering or data visualization experience with large and/or complex data environments. Advanced understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests and Neural Networks. Experience with commonly used data science toolkits, such as Python, SAS, R, Weka, NumPy or MatLab. Experience working with data visualization tools, such as D3.js and GGplot. Proficient skills using query languages, such as MongoDB, Cassandra and HBase. Strong applied statistics skills. High intellectual curiosity with the desire to identify potential use cases for predictive analytics. Experience creating impactful models and algorithms for multiple functional areas (e.g., risk management, customer insights, real-time decision support, etc.). Expert understanding of industry trends for consumer insights analytics. Ability to understand and apply trends in research and analytics, and to apply learning, insights and recommendations to drive critical objectives."
189,Director,Full-time,"Time Saver:  You must have 5+ years of recent strategic consulting experience working for a mid - large size IT consulting firm focused on C suite services to qualify for this role. (Slalom, Deloitte, Accenture are type examples).    Company is a growing high value management consulting firm to 75+ of the the most impactful F500 firms, servicing CIOs and teams from strategy and planning through execution and delivery.  Increasingly, clients they service are seeking to explore and optimize the business by embracing AI, ML and Data Science as a holistic solution. This role will be very client facing, working primarily CIO, CTO and other executive teams supporting enterprise wide initiatives.   As the Director, Data Science, the professional in this role will also be responsible for mentoring Data Engineers, Information Analysts and Information Architects, assisting junior consultants as they learn more about the tools, techniques and business outcomes that data science can enable. The ability to effectively manage talent and create an engaged, high-performing team environment is extremely important to achieving success in this role   The Director, Data Science will be required to reside in one of 6 cities and will travel based on client needs.   Qualified candidates will have:   A degree in computer science, MIS, mathematics or statistics. Strong verbal and written communication skills experienced with business case creation and proofs of concept. 5+ years of F500 C level facing professional services experience. Some experience with oral presentations and competitive positioning.  8+ years of progressive experience in data science methods and analytics consulting, or 15+ years of combined experience in data warehousing, data architecture and information management projects involving analytics. Demonstrated ability to deliver data science solutions for clients (end-to-end design and delivery of significant data science project work). Professional experience applying advanced analytics and data mining techniques to enable decision support systems and customer strategies. Proven data engineering or data visualization experience with large and/or complex data environments. Advanced understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests and Neural Networks. Experience with commonly used data science toolkits, such as Python, SAS, R, Weka, NumPy or MatLab. Experience working with data visualization tools, such as D3.js and GGplot. Proficient skills using query languages, such as MongoDB, Cassandra and HBase. Strong applied statistics skills. High intellectual curiosity with the desire to identify potential use cases for predictive analytics. Experience creating impactful models and algorithms for multiple functional areas (e.g., risk management, customer insights, real-time decision support, etc.). Expert understanding of industry trends for consumer insights analytics. Ability to understand and apply trends in research and analytics, and to apply learning, insights and recommendations to drive critical objectives."
190,Director,Full-time,"Intelletec has teamed up with a tech firm on a mission to solve the biggest, most intractable challenges of enterprise software. They envision the rise of the Self-Driving Enterprise: a more autonomously functioning business with a central operating system that connects and orchestrates business operations. Due to rapid growth, they are looking to hire a Director of Data Science to grow their operation across the US and build out a world class data science team The Company Backed by some of the world’s best investors with $94 million for growth and research At the forefront of cognitive automation, transforming the way we work using Artificial Intelligence Deliver the technology that enables the Self-Driving Enterprise: a cognitive operating system that connects you with your business and autonomously orchestrates your operations Serves the Global 1000 from 8 offices, and is headquartered in Mountain View, California The role Base out of global headquareters in Mountain View, California or San Francisco offices Reports into the Co-founder / CTO of the organization Leading a Data Science function with high visibility and strategic impact Take on and lead large cutting edge data science projects, from inception to completion being somewhat hands-on Collaborate with other team members to build data-science products and services You will be working on new and challenging data science applications, using Machine Learning to solve complex business problems  What you need to succeed: Excellent leadership and communication skills, comfortable articulating technical terminoly in layman terms to key stakeholders, clients and influencers Leading a Data Science function and having experience of managing global teams  10-15 years of professional experience as a Machine Learning Engineer/Data Scientist; preferably in a product development setting Master’s or PhD Degree in Computer Science, Mathematics, Statistics or a related quantitative field with a focus on Machine Learning or Deep Learning. Ph.D. preferred Good intuitive understanding of machine learning algorithms and practical experience building models with incremental/iterative approach Hands-on experience with machine learning toolkits such as scikit-learn and TensorFlow Hands-on experience with software development, including translating ML models into scalable production services Experience working with cloud platforms such as AWS, and Google Cloud Platform and distributed computing technologies such as Apache Spark  If you share a passion for building the next generation of enterprise software and implementing it for the most sophisticated customers in the world, you’ve met your match.  Market leading package available."
191,Director,Full-time,"Head of Data ScienceNew York, New York$240,000 - $260,000 base salary + equity + benefits Harnham are partnered exclusively with one of the most successful asset management businesses globally. The company is looking for a data science leader for their digital innovation arm. Reporting into a Managing Director, this position has a high-level of visibility and calls for a proven leader with a strong technical background.   THE ROLE As the Head of Data Science, you will be required to: Collaborate closely with C-Level management to help make business critical decisions Work closely with peers to prioritize and create short / long term goals Use Machine Learning expertise to develop cutting edge models Be fully involved with the whole project life cycle, from prototyping to implementation Provide deep knowledge and leadership in machine learning, statistical analysis and varied data sets Write production code and communicate with the entire technical team to impact algorithm production Recruit and build a leading Data Science team  YOUR QUALIFICATIONS PhD in a quantitative field (STEM, Economics, etc.) Strong experience developing and implementing machine learning algorithms in a non-academic setting Experienced in statistical modeling, Bayesian modeling or other statistical methodologies Proven leader having built data science teams previously, ideally from a technology or consulting background Thorough communicator with technical team, clients and C level management  THE BENEFITSA competitive base salary of $240,000-$260,000 + bonus + benefits.HOW TO APPLYPlease register your interest by sending your résumé to Tim Jonas via the Apply link on this page.KEYWORDSMachine Learning | Technology | Statistics | SQL | Hadoop | Data Science | Analytics | Big Data | Python"
