,Level,Type_of_Job,Description
772,Mid-Senior level,Full-time,"Head of Data/ Data Science  What you'll do: Lead, mentor and grow our data science team Ensure that the product and engineering teams execute to meet these requirements Work with the customer success teams to identify new and innovative ways to use the data, to create value as well as to innovate ahead of the product Lead cross functional teams on projects and partner with business owners to identifying data sources and quality issues and work with engineering to configure a data quality framework Develop a close partnership with the product organization and technology teams Provide guidance on technical models and analyses produced by the team Establish a “data-first” culture both internally and amongst our customers  Requirements: 10+ years experience manipulating data sets and building statistical models Ability to communicate effectively to both technical and non-technical internal and external audiences Masters degree in physics, statistics, mathematics, engineering or another quantitative field Strong problem-solving skills with an emphasis on product development Experience using R/Python to manipulate data Experience in extracting data from databases (SQL/noSQL) and other data sources Experience in a variety of machine learning techniques and their real-world advantages/drawbacks Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications Empathy, patience, humility and strategic persuasion skills to influence engineering and product teams over which you hold no direct authority Player-coach mentality with proven experience in leading and mentoring a team of analysts"
773,Internship,Temporary,"Position Information Vacancy Type Temporary Is Internal Transfer Only No Working Title Temp IT & Data Science Intern Salary Range Anticipated Hiring Range $22-$28/hr - commensurate with experience Position Number 11ASO1380 Work Schedule Flexible, 20/hr per week Full Time Equivalent (FTE) .50 Department 113810 - Integrated Pest Mgmt-Research Department Center for Integrated Pest Management Job City & State Raleigh, NC Essential Job DutiesThe key roles and responsibilities include: 1)Develop, test, validate, document, maintain, and execute programming solutions in data management and analytical activities and 2)Collaborate with analysts to improve the effectiveness of data analysis through the management of data.Other Work/Responsibilitiesn/aMinimum Experience/EducationBachelor’s Degree in Computer Science with at least one year of experience with computer programmingDepartmental Required SkillsOne semester or more of graduate work in computer science or a related degreeExperience with programming languages (Python/R/Julia, Java), data management, version control, and communication and documentation skillsAbility to work with minimal supervision and as part of a team to meet agreed upon deadlinesPreferred Experience, Skills, Training/Educationn/aRequired License or Certificationn/aSpecial Instructions Attach Resume/CV  Contact information for at least 2 references Job Open Date 08/12/2019 Must Be Open UntilPositions will be posted until 5:00 PM ET on this date. Positions remaining posted after this date are still accepting applications but may close at any time. 08/16/2019 Is this position partially or fully funded on ARRA stimulus monies? No Proposed Hire Date 08/26/2019 AA/EOENC State University is an equal opportunity and affirmative action employer. All qualified applicants will receive consideration for employment without regard to race, color, national origin, religion, sex, gender identity, age, sexual orientation, genetic information, status as an individual with a disability, or status as a protected veteran."
774,Mid-Senior level,Full-time,"Job OverviewThe Systems Administrator, Kubernetes / Research Computing (SPCA) will work closely with architectural leaders and systems administrators to provide systems automation, DevOps, container orchestration and informatics programming, on both premise and cloud based hosts. The SPCA will collaborate with researchers to enable and optimize their application pipelines for Data Science and graphics processing either on-prem or on-cloud. The SPCA will play a key role in developing applications and procedures to help improve systems operations efficiency.  Required Qualifications • Bachelor's degree in related area and five years of related work experience, and / or equivalent experience / training• Five years of experience with systems automation scripting in at least one of the following: bash, perl, python, puppet, ansible• Must have two years of direct experience with using and deploying cloud based solutions (AWS or GCP)• Linux systems administration experience including: automated OS provisioning, software updates and package management, user accounts management, filesystems and access management, compiling software and kernel modules, versioning, environment modules• Experience with containers (e.g. Docker, Singularity) and orchestration (e.g. Kubernetes)• Experience working in a production environment providing systems administration / engineering support for clinical / health sciences systems and familiar with data security and compliance for HIPAA Preferred QualificationsCertified on at least one cloud vendor platform at the associate level (e.g.: AWS CDA/ CSA)• Experience with configuring, deploying and managing batch queueing systems for HPC clusters such as SGE, LSF, or Slurm• Five years of experience working in a systems developer / programmer using at least one of the following: Python, R, Spark-SQL• Experience with installation and integration of tools and software (such as compilers, scientific applications) in a shared cluster environment (e.g. modules)• Experience using configuration management tools for cloud infrastructure (e.g. Puppet, Cobbler, Ansible, CloudFormation, Terraform) in a production environment• Proficiency with using source code version control systems for continuous integration and testing methods (e.g. git, svn)• Experience with MySQL: installation, data extracts and loads• Experience with developing systems monitoring dashboards (e.g. Grafana, Prometheus, Tableau) and using monitoring tools (e.g. Nagios, Ganglia)• Familiar with HIPAA compliant services for cloud platforms"
775,Mid-Senior level,Full-time,"Company InfoTeva is a global pharmaceutical leader and the world's largest generic medicines producer, committed to improving health and increasing access to quality health solutions worldwide. Our employees are at the core of our success, with colleagues in over 80 countries delivering the world's largest medicine cabinet to 200 million people every day. We offer a uniquely diverse portfolio of products and solutions for patients and we've built a promising pipeline centered around our core therapeutic areas. We are continually developing patient-centric solutions and significantly growing both our generic and specialty medicines business through investment in research and development, marketing, business development and innovation. This is how we improve health and enable people to live better, healthier lives. Join us on our journey of growth!Job DescriptionThe Data Scientist role is responsible for turning data into actionable insights for improving business results.The Data scientist uses their technical analytic skills, applying machine learning / artificial intelligence techniques to analyze data and produce business insights.The Data scientist work with the IT & business teams, to understand the business questions need to be answered using ML/AI techniques, learn the data structure and functional aspects and any other information that the Data Scientist needs to design, develop, train, deploy, and present the results of the ML/AI model.Responsibility Includes But Is Not Limited To Solve variety of business problems by leveraging advanced artificial intelligence and machine learning approaches. Work with IT and business teams to explore new ways of finding insights from data and provide recommendations Evaluate and prepare datasets for ML/AI analytics including exploration, profiling, cleansing, looking for trends, outliers, exceptions, incorrect, inconsistent, missing, or skewed information. Features engineering and data splitting to training and evaluation sets. ML/AI models design, develop, train and deploy Effectively communicate through visualizations, models results, reports and dashboards Qualifications 6+ years of experience in advance data analytics including expertise in deriving insights from data analysis to solve business problems. 2+ years of hands-on experience building ML or AI models Experience with providing insights for at least 10 business questions using ML or AI methods. Strong analytical and problem-solving skills. Solid software engineering skills across multiple languages including but not limited to Python. Experience with machine learning software packages and deep learning tools and packages (e.g.TensorFlow). Experience with SQL and working with Oracle data base and SQL Server. Bachelor's degree in a highly quantitative field (Computer Science, Statistics, Mathematics, Technology, Engineering, etc.) Excellent oral and written communication skills; Excellent collaboration skills Great thinker with passion to solve business challenges using analytics methods FunctionInformation TechnologySub FunctionIT Business ApplicationReports ToDirector, Data Services, Digital ITTeva’s Equal Employment Opportunity CommitmentTeva Pharmaceuticals is committed to equal opportunity in employment. It is Teva's global policy that equal employment opportunity be provided without regard to age, race, creed, color, religion, sex, disability, pregnancy, medical condition, sexual orientation, gender identity or expression, ancestry, veteran status, national or ethnic origin or any other legally recognized status entitled to protection under applicable laws.Teva Pharmaceuticals is committed to equal opportunity in employment. It is Teva's policy that equal employment opportunity be provided without regard to age, race, creed, color, religion, sex, disability, pregnancy, medical condition, genetic information, marital status, sexual orientation, gender identity or expression, ancestry, national or ethnic origin, citizenship status, military status or status as a disabled or protected veteran, or any legally recognized status entitled to protection under applicable federal, state, or local laws."
776,Not Applicable,Full-time,"FireEye is the leader in intelligence-led security-as-a-service. Working as a seamless, scalable extension of customer security operations, FireEye offers a single platform that blends innovative security technologies, nation-state grade threat intelligence, and world-renowned Mandiant® consulting. With this approach, FireEye eliminates the complexity and burden of cyber security for organizations struggling to prepare for, prevent, and respond to cyber attacks. FireEye has over 7,000 customers across 67 countries, including more than 45 percent of the Forbes Global 2000.Job DescriptionIf you dream of a job working in a field where all of the hard problems are solved and you get to re-use previous research to get your job done, you need not apply. If, however, you are someone who wants to tackle problems that truly are on the cutting edge, then we encourage you to keep reading.The FireEye Data Science team develops innovative, machine learning (ML) and data-driven solutions to improve FireEye’s detection and response capabilities. A great example is our team’s development of the MalwareGuard model which is being used today by all FireEye products. Our team has grown significantly over the last two years and we’re looking for the right person to join us and continue creating and delivering impactful ML solutions to FireEye’s products and services.ResponsibilitiesAs a Manager of Data Science at FireEye, you will be leading an experienced team on applied research projects. That can range from adding new analytic capabilities to existing FireEye products and services to generating new products altogether. You will be expected to prove out your ideas by building proof of concepts, working with subject matter experts to refine models, working with software engineers to ensure models are implemented well, and finally following through to ensure the analytics capabilities are functioning as expected. Being able to exchange ideas, prioritize projects, allocate resources, ask questions and the ability to work with and communicate clearly to non-data scientists are all musts.Manage and provide technical leadership for a mission-focused and high performing team of data scientists.Build proof of concepts (POCs) and refined data analysis models.Collaborate with the Data Science Engineering team to ensure data needs can be planned for and transition of POC models to production goes smoothly.Partner with Product and Service teams to ensure data science solutions meet their needs.Share our team’s findings with the security community through external publications, presentations and blogs.Identify opportunities to improve our existing processes and workflow.Refine unclear objectives and requirements into a concrete research plan.Operate as a thought leader in the security data science community.QualificationsQualificationsM.S. in Computer Science, Machine Learning, Data Science, Applied Math, Statistics or a related technical field.Minimum of 7 years of hands-on experience working in machine learning, with familiarity across a variety of supervised and unsupervised techniques.Experience with machine learning applications in cyber security.3+ years of experience leading a team of data scientists.Ability to document and explain technical details clearly and concisely (peer-reviewed publications preferred).Strong verbal communication skills and ability to talk to different effectively with different audiences, both technical and non-technical.Demonstrated ability to build systems that utilize large volumes of data.Proficient using Python, R, Scala or equivalent statistics and machine learning tools.Preferred QualificationsPh.D. in Computer Science, Machine Learning, Data Science, Applied Math, Statistics or a related technical field.Experience in software development.Knowledge of AWS services.Additional InformationAll qualified applicants will receive consideration for employment without regard to race, sex, color, religion, sexual orientation, gender identity, national origin, protected veteran status, or on the basis of disability."
777,Mid-Senior level,Full-time,"Entytle’s cloud-based software creates highly qualified opportunities for the aftermarket business, driving top-line growth, improved sales cycle time and predictable revenue. With Entytle, aftermarket sales teams have actionable and timely insights into customers’ needs and can close more sales in less time.How? Our Aftermarket Engagement Platform aggregates and enriches customer data, analyzes customer history and behavior using sophisticated machine learning and statistical analysis, and surfaces actionable customer insights to drive aftermarket revenue growth.Entytle is a 2016 Red Herring - North America Top 100 Company. The company has funding from Accel Partners, is based in Austin, TX and is hiring awesome, entrepreneurial employees to join the rapidly growing team.MissionLead the data science team in delivering innovative but pragmatic solutions to help our customers drive aftermarket salesOutcomesWork collaboratively with Entytle stakeholders to identify key questions that need to be addressed and then leverage the data science team to deliver required capabilitiesDesign, architect and deliver a well-structured data science platform for research and execution of data and analytics projectsCreate and maintain an efficient and effective Data Science TeamPosition DescriptionThe position reports to the VP of Analytics. You will lead the vision, design and development of Entytle’s data science solutions. You will work with other data scientists, engineers and product managers leading the development of innovative data science models (e.g. AI, ML) in support of our installed base sales automation application. Your communication skills will allow you to work closely with our manufacturing-based customers. You will use your agile experience to work with our geographically dispersed teams.ResponsibilitiesMeet with external customers and experts to understand business challenges and propose new modeling and algorithmic solutions that leverage the latest in statistical and machine learning techniques.Study data sources and find insights/correlation to investigate how data science can be used to solve existing and new business challenges.Apply statistical analysis and modeling techniques on small and large datasets to solve specific business problems in the installed base sales automation domain.Provide strategic leadership in selection of platform, tools, techniques and processes in the practice of Data Science discipline.Work collaboratively with your data science team, engineers, developers and product management to translate business requirements into technical requirements that can be addressed with statistical and machine learning techniques.Provide mentorship to other Data Scientists on your team.Own and drive contemporary best practices in applying and deploying data science at scale.CompetenciesStrong sense of and an ability to cultivate an environment of teamwork, and a willingness to help others.Ability to effectively communicate technical concepts to both technical and non-technical staff members and customers.Proficiency in data analysis and programming languages such as SQL, Python, and R.4-8 years hands-on experience in machine learning, statistics or experiment design.Master’s Degree required (PhD would be a plus) in Statistics, Mathematics, Econometrics, Operations Research, Computer Science, Physics or a related field with focus on data analysis.Expertise in machine learning, statistics, data analysis. Must have an excellent knowledge of advanced methods, and experience in applying those methods to a variety of problems.Solid grasp of probability, statistical or mathematical modeling with analytical and quantitative problem-solving ability. Experience with time-series analysis would be a plus.Demonstrated experience in applying machine learning to real-world problemsMust have delivered data science components as part of a commercial solution at scale.Familiarity with software development cycles, source control systems (including Git), databases, and cloud computing platforms such as AWS.Knowledge of large equipment manufacturing, installed base sales, recurring revenue, and equipment service would be a plus."
778,Internship,Full-time,"Global food security is top of mind here for us at Gro Intelligence. The world could face a food deficit of 214 trillion calories per year by 2027! We believe the key to ensuring cheap and abundant food is data –enabling discovery, analysis, predictions, and better decision making in food and agriculture. That’s why we’ve built Gro, the largest agricultural data and analytics –with hundreds of trillions of data points from sources all over the world, a number that is doubling every six months. We are looking for a dedicated Data Science intern to join us this summer to work on some exciting projects with us.What You'll Do Develop original computational models to predict agricultural and environmental performance and conditions using geospatial, weather, crop, trade, and pricing data. Develop systems and techniques for very large scale computations Work with scientists, analysts and engineers to integrate local and sector specific factors and work closely with specialists in the field to further internal product development and external collaborations Do original research on machine learning models and algorithms, working with closely with research scientists Understand and contribute to the advancement of the state of the art in academic and industry research What You Have Experience with “big data” computation (parallel processing, distributed storage) Strong computer science fundamental (data structures and algorithms) Strong understanding of statistics, mathematics Experience with natural language processing Ability to work in Python, Java, C++ Familiarity with statistical modeling tools (R, MatLab) Ability to work collaboratively with team members across functional roles and strong communication and leadership skills. Passion for solving high impact problems with data driven tools. Educational Requirements/experienceEarning a Graduate degree in Engineering, Computer Science, Math, Statistics, Physics or related fieldWho You Are Smart, excellent problem solving skills Curious, love for turning ideas into reality Productive, self motivated Creative, collaborative, diligent Strong attention to detail with ability to understand the big picture Learner, interested in new skills and adapting to new technologies Ability to work with geographically distributed and culturally diverse team Gro Intelligence is proud to be an equal opportunity employer and will consider all qualified applicants regardless of color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital or family status, disability, gender identity or expression, veteran status, actual or presumed belonging to an ethnic group, or any other legally protected status. If you have a disability or special need that requires accommodation, please let us know."
779,Internship,Internship,"Organization Description AutoGrid?s mission is to organize the exponentially increasing amount of energy data produced from a networked and automated grid and make it useful and actionable for electricity generators and providers, grid operators, and electricity users. With deployments of smart meters, distributed generation, and other building and grid sensing technologies now reaching critical mass, all participants in the electricity supply chain find themselves having to process and analyze thousands of times more data than they?ve had before. Most organizations that produce or consume electricity have yet to take advantage of this information to improve their decision-making processes and lower their costs. AutoGrid enables Utilities, Electricity Service Providers, Grid Operators, DR Aggregators, and End-Users to precisely forecast, monitor and control power consumption securely and in real-time, maximizing the value of existing assets with Software Defined Power Plants. Job Description AutoGrid is seeking Data Science Interns for Summer 2018. We are a rapidly growing company with significant market traction and a large pipeline of diverse opportunities. As such the role will be dynamic and varied, requiring a versatile self-starter willing to dive in to multiple initiatives. Over 10 weeks the intern can expect to become deeply involved in implementing user features and analytics models that will run in production. Our goal is to give the intern exposure to a range of data science techniques and current big data technologies, through the experience of applying them to the energy industry. This role will provide an excellent opportunity to implement features that run in production, at scale. Qualifications Experience in one or more of the following: PythonStream processing frameworksSQLBig Data analyticsAlgorithms in machine learning and econometrics: eg. random forest, SVR, ARIMAExperience in energy and electric utilities is a plus"
780,Not Applicable,Full-time,"Job DescriptionNovelis manufacturing processes produce the operational run-time data for each coil across 15+ machine centers in various plant throughout the globe. To standardize Machine Learning models across various plants, we plan to build a Data Science platform with common set of libraries of routines. We also plan to build a common library of features used in our models allowing faster go-to-market of the new models.The Data Science Intern will help develop routines using Object Oriented Python classes and methods. Key Learnings  The Data Science Intern will learn the existing models developed by the Digital group and will help standardize those using Pipelines.  The Data Science Intern will learn/understand the manufacturing process and understand common data manipulation tasks.  The Data Science Intern will understand software development lifecycle and work in a professional environment.  The Data Science Intern may help develop a library containing all the features currently engineered. Qualifications Either have completed Masters in Software Engineering/Data Science or currently enrolled in a program  A proficient understanding of Python based Object Oriented Programming  Experience with software and model engineering concepts such as versioning, model deployment and model retraining etc.  Hands on experience with such Python libraries as Scikit-Learn, Unittest and Pytest, Flask and MLFlow  Understanding of git workflow and CI/CD.  Experience in Collaborative and Iterative Development  Desire for continuous development and learning opportunities  Strong analytical, organizational, presentation, and time management skills Minimum Experience LevelReport toScientist"
781,Internship,Full-time,"JMA is currently seeking a Data Scientist Intern to join the Business Analytics Team in our San Francisco office. Our team is tasked with absorbing millions of rows of data from various of sources, organizing them, visualizing them, and analyzing them to help inform decision-making and investment strategies. You will be tasked with transforming complex and not always structured data sets into actionable insight for our acquisitions team. We want you to use that intuition you’ve developed (both in business and real life) to use the data we have on hand to find opportunities for growth and to develop insights that help the organization meet its investment goals, improve its performance, and positively impact the bottom line in the real estate market.Once you’re here, you’ll help engineer, analyze, and report on data to improve and streamline the due diligence process. Your work will provide digestible insights for acquisition leaders and JMA executives.What You Will DoBuild price prediction models for property value growthBuild cost prediction models for real estate developmentCollaborate with acquisitions and asset management teams to integrate your model outputsAs an early member, help set the culture, processes and tools of the data science teamWhat We Are Looking ForEducation and Prior ExperienceBS/BA required. Enrolled in a graduate program of study as a full-time studentExperience through thesis research, internships, or work experience in a science, technology, engineering or mathematics (STEM) related field, such as:Computational social scienceComputer scienceData analyticsEconomicsEngineeringGeospatial analysisMathematicsOperations researchPhysicsQuantitative financeStatisticsPrevious experience in quantitative fields including predictive modeling, statistics, financeSome experience in real estate is preferred, but not necessaryTechnical SkillsStrong quantitative, analytical, and problem-solving skillsStrong proficiency in Microsoft Excel, database management, VBA, AWS, SQLStrong proficiency in R or PythonFamiliar with GIS software and location-based data setsPersonal SkillsAbility to think and act independently to assess and prioritize new opportunities and present findings to acquisition and senior management teamsDemonstrated ability to lead and complete predictive modeling and data science related projectsSelf-starter and strong work ethic with willingness to work in a demanding, highly focused, and collaborative environmentPragmatic and gets things doneRequired EducationMaster’s educationRequired ExperienceMachine Learning, Statistics, Predictive Modeling: 1 yearWho We AreJMA is a full-service investment and development firm focusing on real estate and leisure-lifestyle assets. We work on every project scope from concept and entitlement through completion and operation. Our portfolio includes landmark properties that span hospitality, resort, destination, residential, retail, office and commercial developments. We believe their success is founded on our team’s keen understanding of the user experience and a deep knowledge of trends, tastes and desires that drive the creation of truly unique places. As a company and as members of the communities we build in, we have a firm commitment to sustainability and a responsibility to better the neighborhoods we work in – both environmentally and economically."
782,Internship,Full-time,"Worker Sub-TypeStudent (Fixed Term)Job DescriptionTHE POSITIONCylance is seeking Data Science interns who will work with machine learning at the heart of its products during the Summer of 2019. Prior experience in security is a plus, but not necessary; the right candidate will be able to gain domain expertise during the internship, surrounded by some of the computer security industry’s leading minds.At Cylance, we develop state-of-the-art machine learning techniques to solve long-standing problems in computer security. We discover novel ML techniques and applications, build systems to handle petabytes of ludicrously high dimensional data, and protect people from bad guys. We protect millions of computers from security threats, and as an intern here, you’ll do real, meaningful research. Previous interns have seen their work directly impact our products, have published papers based on their research at Cylance, or have been inventor on a patent application related to their work.The Data Science team is a critical, highly visible, and high-impact team within the company. The team brings together experts from machine learning, stats, computer science, computer security, and various applied sciences, with backgrounds including deep learning, Bayesian statistics, time-series modeling, topology, scalable data processing, and software engineering.What You Will DoApply, improve, and invent machine learning techniques to solve important problems in computer securityWrite maintainable, readable code for running experiments and proofs-of-conceptsWork with very large datasets, often with millions of dimensionsCollaborate closely with other data scientists and security expertsWho We Are Looking ForCurrent PhD and Master’s students studying machine learning, statistics, or related fields; PhD students are strongly preferredStrong math skills in general, especially linear algebra and statisticsExperience with PythonExcellent communication skills, clearly conveying ideas to others in speech and in writingKindness, and a deep willingness to help and collaborate with othersABOVE AND BEYONDIndustry experienceExperience working with the following:Python, and libraries like sklearn, numpy, scipy, pytorch, and tensorflow.Various other languages, including Scala, C/C++, C#, Java, and x86 assembly.GitSparkVarious AWS services, like EC2 and S3What We Need From You To ApplyCurrent resumeCover letter/summary expressing:Why you are interested in working at CylanceThe skills, strengths and expertise you will contribute to our diverse team of extraordinary talent and humble heartsJob Family Group NameBusiness Practices & OperationsScheduled Weekly Hours40"
783,Entry level,Full-time,"SummaryThe Data Science Specialist will be part of a data science or cross-disciplinary team on development projects, typically involving large, complex data sets. This team includes statisticians, computer scientists, software developers, engineers, product managers, technicians and end users, working in concert with partners in Makino business units. Potential application areas include collected data analysis and diagnostics across multiple metal cutting machine platforms.Essential Duties And Responsibilities Develop analytics within well-defined projects to address customer needs and opportunities. Work alongside software developers and software engineers to translate algorithms into commercially viable products and services. Contribute to technical discussions and reviews as an expert in related areas of responsibility. Maintain state-of-the-art knowledge in related areas of responsibility. Communicate ideas, plans and results effectively via presentations and written reports. Generate reports, annotated code, and other projects artifacts to document, archive, and communicate your work and outcomes. Work with data engineers on data quality assessment, data cleansing and data analytics. Work effectively with peers, management, operations groups, and outside organizations. Work in technical teams in development, deployment, and application of applied analytics, predictive analytics, and prescriptive analytics. Perform exploratory and targeted data analyses using descriptive statistics and other methods. Share and discuss findings with team members. Physical Demands: The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. The physical demands include travel, typing, writing, light lifting, etc. More than 40 hours per week is often required to effectively perform this job including infrequent weekend travel/working requirements.Work Environment: Most of the work will be in an office environment with occasional overnight travel to other Makino facilities or manufacturing environments containing Makino equipment. Overnight travel is expected to be less than 20%.Required SkillsEducation and/or Experience: Master’s Degree in Electrical, Mechanical, Mathematics, Aerospace Engineering or Computer Science with demonstrated research capability or equivalent experience. Demonstrated skill in the use of one or more analytic software tools or languages (e.g., SAS, SPSS, R, Python, Matlab)  Strong background in diagnosis, prognosis and control systems analysis and synthesis. Background/familiarity/experience with metal cutting technologies Experience with multiple statistical programming languages such as Python, R, SAS etc. Database query programs (SQL, Experience with Pivotal, Postgres) Experience with Github Basic understanding of statistics and predictive algorithms. Background in Multivariate Calculus and Machine Learning. Experience with Data visualization and communication. Domain knowledge in Compute, Database, Network, and Storage Experience in IT Service Management environments. Strong background in diagnosis, prognosis and fault-tolerant control systems analysis and synthesis. Strong background in system diagnosis and prognosis algorithms development and integration. Effective verbal and written communication skills. Excellent interpersonal skills to work effectively with Makino internal and external customers."
784,Internship,Internship,"Facility: Butterworth Hospital - GRAND RAPIDS, MIDepartment: Bioinformatics CoreCategory: OtherClassification: Temporary Full-time or Part-time no Benefits (C2)Working as embedded technical expert as part of an integrated cross-functional team, the Data Sciences Intern will help to develop and maintains database solutions for research. Performs support tasks for department, as directed, and maintains clear and appropriate documentation. Acts as a team member and assists the team in improving processes.Basic Qualifications:Qualifications: Currently enrolled in a Master’s degree in a data science or a related field.*Preferred Qualifications: *Skills: Familiarity with relational database management (preferred)Experienced data handling skills with SQL, R, or Python (preferred)Familiarity with data visualization tools such as Tableau or R/Shiny (preferred)Spectrum Health grants equal employment opportunity to all qualified persons without regard to race, color, national origin, sex, disability, age, religion, genetic information, marital status, height, weight, sexual orientation, veteran status, or any other legally protected category."
785,Internship,Internship,"At Carta, we design products that transform the way hospitals use data to deliver care. We make analyzing data fast, easy, and useful for everyone. We're looking for Data Scientists skilled at rapid iteration and excited about solving problems that can save lives. This is a startup role, where we will ask you to wear many hats and solve many different types of problems.Best of all, when we say Data Science Internship, we mean Data Science internship--no grunt work, no code cleanup, no bug fixes. Like kaggle, you'll be solving incredibly interesting Data Science puzzles but, unlike kaggle, every puzzle you solve will measurably help save people's lives and save our healthcare system. We'll give you a unique experience to see how far you can push your Data Science skills that you won't be able to find anywhere else.You love solving complex engineering problems, by creating beautiful, and well-tested algorithms. You're a positive individual who leads by example, drives conceptual thinking, and brings a curiosity and experimental approach to solving engineering challenges. You enjoy building new features and writing elegant code. If this describes you--you belong at Carta.We have open positions in Fall and Winter and we will be reaching out to you in July regarding this role.Excited to talk to you!"
786,Internship,Internship,"Job DescriptionØptimus Consulting, a data science and software company, is seeking a data science intern in their Washington D.C. area office for the summer term. Interns with the Data Science & Predictive Analytics team will participate in all aspects of work at Øptimus. In an environment where a ""long-term"" project lasts one or two weeks, no two days are the same. You won't be getting coffee. You'll sit in on meetings and work on multiple projects: writing call scripts that are used in hundreds of thousands of calls, streamlining our current workflow, and creating statistical models to meet the needs of our clients, just to name a few. You'll be doing the work that a full-time employee does. We'll match what you're good at with what you enjoy and what we need.Our internships are mostly geared towards those still in school, whether undergraduate or graduate. This job posting is for the fall 2019 period, with flexible starting dates between August or September. We don't guarantee full-time employment after an internship, but we're a growing firm and are always looking for bright, hard-working talent. If you're looking for a full-time job, this is a good first step and puts you ahead of the competition!Qualifications Must be able to learn quickly and juggle multiple projects with moving deadlines. Must have strong analytical skills. Must have at least one course in statistics or equivalent real-world experience. Having courses or experience in machine learning, data mining, regression, generalized linear models, experimental design, and/or GIS is especially desired! Must have killer Excel skills and be incredibly competent in Word, PowerPoint, etc. Must have experience in R or Python - both is a plus! A passion for politics is preferred but not necessary. Experience with computer programming is a plus. Experience with statistical modeling is a plus.CompensationInternships with Øptimus are paid commensurate with professional and academic experience.CompanyØptimus Consulting is a family of statisticians, graphic designers, data scientists, programmers, social media marketing analysts, and recovering politicos. Since its founding in 2013, 0ptimus has been at the forefront of developing innovative data and analytics software platforms. 0ptimus has designed and delivered data-driven strategies for leading political campaigns, Fortune 500 companies, and non-profits around the globe.We handle a wide variety of projects and use many different technologies and programs to meet our clients' needs, so our culture here is one of constant learning and curiosity, while doing things the right way. We boast a two-floor office near the yellow and blue Metro lines, no cubicles, a nacho cheese machine, and kegerator. If you live by the ""work hard, play hard"" philosophy, then you'll be a great fit with the Øptimus team."
787,Not Applicable,Full-time,"Minimum Qualifications Master's degree in Operations Research, Industrial Engineering, Statistics, related field, or equivalent practical experience.2 years of relevant work experience (e.g., as a data scientist) or equivalent. Analytical engagements outside class work while at school can be included. Experience with statistical software (e.g., R, Python) and database languages (e.g., SQL) Preferred Qualifications PhD in Operations Research, Industrial Engineering, Statistics or related field. 4 years of relevant work experience (e.g., as a data scientist), including experience applying advanced analytics to planning and infrastructure problems. Experience designing and building statistical forecasting models. Experience designing and building machine learning models. Excellent problem-framing, problem-solving and project management skills. Excellent customer service and team collaboration skills. About The JobAt Google, data drives all of our decision-making. Data Scientists work all across the organization to help shape Google's business and technical strategies by processing, analyzing and interpreting huge data sets. Using analytical rigor and statistical methods, you mine through data to identify opportunities for Google and our clients to operate more efficiently, from enhancing advertising efficacy to network infrastructure optimization to studying user behavior. As an analyst, you do more than just crunch the numbers. You work with Engineers, Product Managers, Sales Associates and Marketing teams to adjust Google's practices according to your findings. Identifying the problem is only half the job; you also figure out the solution.As a member of the Operations Data Science team, you will apply operations research and statistical methods to solve challenges related to compute, storage, network, and datacenter capacity for both Google’s internal services and Google Cloud Platform. You will work broadly across Google’s Platforms Engineering, Systems Infrastructure, and Site Reliability Engineering teams to optimize our deployment of resources and drive innovation in our software stack, allowing for efficient use of resources.As a Data Scientist, you will think critically and strategically about Google’s cloud as a technology, a business, and as an operation. You will be comfortable discussing total cost of management with hardware engineers, resource optimization with software engineers, or reviewing fleet plans and deployment policies with operations executives, all based upon the analytical models that you will be developing.Behind everything our users see online is the architecture built by the Technical Infrastructure team to keep it running. From developing and maintaining our data centers to building the next generation of Google platforms, we make Google's product portfolio possible. We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them. We're always on call to keep our networks up and running, ensuring our users have the best and fastest experience possible.Responsibilities Lead projects with hands-on analysis and modeling, drawing from multiple of analytical methods to choose the right tool and right level of complexity appropriate for the business challenges. Engage broadly with the organization to identify, prioritize, frame, and structure complex and ambiguous challenges, where advanced analytics projects or tools can have the biggest impact. Identify and communicate the challenges and opportunities that the group should be working on. Help define the analytical direction and influence the direction of the associated engineering and infrastructure work. Articulate business questions and use mathematical techniques to arrive at an answer using data. Translate analysis results into business recommendations. At Google, we don’t just accept difference—we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form ."
